drug1,drug2,conn score
letrozole,nevirapine,5.42
letrozole,erlotinib,38.7
letrozole,mepacrine,16.75
letrozole,vardenafil,14.03
letrozole,triamterene,15.26
letrozole,carbamazepine,98.46
letrozole,enalapril,17.01
letrozole,thiothixene,10.74
letrozole,ketoconazole,44.79
letrozole,sulfafurazole,34.88
letrozole,epinephrine,-19.43
letrozole,elvitegravir,81.19
letrozole,tibolone,39.98
letrozole,clomifene,15.91
letrozole,sertaconazole,9.54
letrozole,proguanil,3.44
letrozole,irbesartan,69.62
letrozole,lopinavir,21.75
letrozole,picotamide,54.66
letrozole,tolazamide,59.47
letrozole,econazole,-2.71
letrozole,mercaptopurine,37.44
letrozole,piperidolate,38.29
letrozole,anagrelide,25.12
letrozole,doxazosin,39.69
letrozole,quetiapine,35.29
letrozole,nilotinib,39.11
letrozole,bosentan,39.89
letrozole,mepivacaine,0.02
letrozole,amsacrine,18.54
letrozole,chloroquine,82.66
letrozole,nimodipine,69.31
letrozole,phenylbutyrate,-0.03
letrozole,ubenimex,8.61
letrozole,gefitinib,84.38
letrozole,propranolol,-9.9
letrozole,vemurafenib,34.21
letrozole,temsirolimus,69.27
letrozole,methimazole,5.12
letrozole,nicergoline,63.67
letrozole,oxybutynin,10.31
letrozole,digoxin,6.22
letrozole,felbamate,27.25
letrozole,yohimbine,47.21
letrozole,lapatinib,-65.39
letrozole,norethindrone,53.67
letrozole,ketanserin,53.81
letrozole,pazopanib,-5.39
letrozole,reboxetine,31.94
letrozole,piretanide,26.0
letrozole,paclitaxel,17.64
letrozole,meclofenamic-acid,40.13
letrozole,benzylpenicillin,37.37
letrozole,niacin,45.17
letrozole,carprofen,8.88
letrozole,ambroxol,15.96
letrozole,dilazep,80.33
letrozole,sunitinib,40.445
letrozole,phentolamine,32.88
letrozole,acyclovir,-16.48
letrozole,granisetron,13.05
letrozole,formoterol,-7.72
letrozole,diltiazem,12.57
letrozole,capsaicin,-23.07
letrozole,warfarin,12.64
letrozole,olaparib,6.41
letrozole,dopamine,24.74
letrozole,perhexiline,4.19
letrozole,betahistine,14.61
letrozole,scopolamine,15.045
letrozole,tivozanib,22.83
letrozole,losartan,50.5
letrozole,olanzapine,-12.58
letrozole,calcitriol,52.43
letrozole,dapsone,12.34
letrozole,meloxicam,6.02
letrozole,tranilast,9.96
letrozole,fulvestrant,30.82
letrozole,ritodrine,12.27
letrozole,levonorgestrel,19.35
letrozole,butoconazole,-3.17
letrozole,ozagrel,-21.97
letrozole,metolazone,43.37
letrozole,acarbose,75.75
letrozole,doxycycline,60.17
letrozole,danazol,4.9
letrozole,mephentermine,27.65
letrozole,azithromycin,3.45
letrozole,raloxifene,14.59
letrozole,rivaroxaban,50.49
letrozole,maprotiline,6.38
letrozole,dicloxacillin,-5.73
letrozole,norgestrel,11.9
letrozole,ruxolitinib,14.62
letrozole,phenytoin,12.4
letrozole,naftifine,31.62
letrozole,temozolomide,32.95
letrozole,tamoxifen,20.29
letrozole,pindolol,10.76
letrozole,vinpocetine,13.46
letrozole,nimesulide,5.61
letrozole,rimexolone,15.41
letrozole,eplerenone,37.81
letrozole,tolbutamide,6.95
letrozole,naftopidil,26.25
letrozole,entecavir,70.35
letrozole,atorvastatin,19.39
letrozole,fludroxycortide,2.93
letrozole,metixene,26.79
letrozole,lasalocid,7.61
letrozole,gliquidone,13.05
letrozole,homoharringtonine,10.45
letrozole,methazolamide,20.48
letrozole,sildenafil,63.72
letrozole,mepyramine,-5.32
letrozole,noscapine,1.48
letrozole,orphenadrine,-9.37
letrozole,etodolac,73.07
letrozole,eugenol,24.96
letrozole,toremifene,33.25
letrozole,maraviroc,5.92
letrozole,clofibric-acid,19.63
letrozole,raltegravir,79.05
letrozole,docetaxel,29.86
letrozole,vinburnine,5.53
letrozole,ranitidine,20.8
letrozole,physostigmine,0.03
letrozole,rosuvastatin,7.08
letrozole,actarit,15.14
letrozole,aspirin,67.56
letrozole,perindopril,7.9
letrozole,griseofulvin,63.2
letrozole,medrysone,5.75
letrozole,phensuximide,15.9
letrozole,ataluren,-10.46
letrozole,atovaquone,85.65
letrozole,valproic-acid,79.63
letrozole,ziprasidone,12.0
letrozole,ofloxacin,10.29
letrozole,lenalidomide,69.71
letrozole,sitagliptin,4.71
letrozole,deferiprone,14.49
letrozole,cholic-acid,15.06
isradipine,cytarabine,95.03
isradipine,secnidazole,65.99
isradipine,nateglinide,41.92
isradipine,clarithromycin,88.64
isradipine,trimebutine,97.68
isradipine,belinostat,12.65
isradipine,medetomidine,99.75
isradipine,cladribine,75.94
isradipine,rutin,61.69
isradipine,oxaprozin,86.33
isradipine,aripiprazole,88.7
isradipine,milnacipran,98.44
isradipine,lamotrigine,80.89
isradipine,bucladesine,88.85
isradipine,cimetidine,94.01
isradipine,paroxetine,42.04
isradipine,famciclovir,88.16
isradipine,clonidine,92.14
isradipine,valsartan,80.95
isradipine,ketotifen,65.79
isradipine,floxuridine,45.26
isradipine,clofarabine,88.05
isradipine,dihydroergocristine,97.04
isradipine,etoposide,71.52
isradipine,chlorphenamine,20.48
isradipine,atracurium,17.62
isradipine,rifabutin,90.87
isradipine,famotidine,88.48
isradipine,indapamide,57.0
isradipine,daunorubicin,25.8
isradipine,praziquantel,33.85
isradipine,lidoflazine,91.13
isradipine,risperidone,87.22
isradipine,itraconazole,50.18
isradipine,loperamide,85.29
isradipine,bicalutamide,69.82
isradipine,mirtazapine,46.01
isradipine,penfluridol,58.95
isradipine,mefloquine,68.54
isradipine,disopyramide,78.45
isradipine,pitavastatin,7.01
isradipine,loratadine,24.7
isradipine,ticlopidine,21.01
isradipine,mitoxantrone,29.15
isradipine,lacidipine,96.69
isradipine,propentofylline,93.97
isradipine,afatinib,86.79
isradipine,chloroxine,67.6
isradipine,glimepiride,88.83
isradipine,idebenone,81.33
isradipine,pimozide,82.43
isradipine,riluzole,60.11
isradipine,papaverine,52.89
isradipine,prazosin,73.45
isradipine,triflupromazine,25.56
isradipine,oxiconazole,73.09
isradipine,rifaximin,91.86
isradipine,chlorambucil,74.63
isradipine,decitabine,85.53
isradipine,amodiaquine,43.74
isradipine,prochlorperazine,70.64
isradipine,candesartan,87.15
isradipine,ganciclovir,5.44
isradipine,ondansetron,82.58
isradipine,imipramine,81.8
isradipine,moxonidine,23.32
isradipine,latanoprost,95.61
isradipine,droperidol,39.3
isradipine,letrozole,83.09
isradipine,telmisartan,89.32
isradipine,simvastatin,65.62
isradipine,quinapril,85.82
isradipine,altretamine,75.4
isradipine,cabergoline,18.87
isradipine,homochlorcyclizine,95.84
isradipine,imatinib,64.26
isradipine,clomipramine,50.48
isradipine,etacrynic-acid,78.63
isradipine,ranolazine,80.49
isradipine,niclosamide,76.94
isradipine,saquinavir,78.33
isradipine,bisoprolol,86.96
isradipine,pilocarpine,85.22
isradipine,amlexanox,63.27
isradipine,ipriflavone,68.68
isradipine,palbociclib,65.79
isradipine,penciclovir,96.72
isradipine,diclofenac,62.51
isradipine,dantrolene,80.71
isradipine,tizanidine,78.92
isradipine,fluvoxamine,21.38
isradipine,bimatoprost,32.72
isradipine,capecitabine,93.43
isradipine,triclabendazole,78.89
isradipine,isradipine,99.98
isradipine,piroxicam,33.88
isradipine,everolimus,84.12
isradipine,duloxetine,50.16
isradipine,flavoxate,96.34
isradipine,sertraline,46.73
isradipine,bupropion,36.94
isradipine,fexofenadine,50.69
isradipine,aminoglutethimide,71.56
isradipine,pinacidil,28.61
isradipine,urapidil,78.6
isradipine,molsidomine,75.58
isradipine,spironolactone,80.67
isradipine,atomoxetine,57.91
isradipine,menadione,36.66
isradipine,flutamide,50.19
isradipine,progesterone,70.76
isradipine,celecoxib,74.74
isradipine,sotalol,94.93
isradipine,felodipine,77.39
isradipine,glipizide,47.37
isradipine,clofazimine,30.45
isradipine,midostaurin,41.71
isradipine,busulfan,67.73
isradipine,moclobemide,53.42
isradipine,cefdinir,22.72
isradipine,chloramphenicol,59.61
isradipine,azathioprine,48.88
isradipine,primaquine,1.52
isradipine,lamivudine,88.27
isradipine,dextromethorphan,56.06
isradipine,doxepin,66.01
isradipine,clotrimazole,55.1
isradipine,diflunisal,57.75
isradipine,sulpiride,36.21
isradipine,carvedilol,5.0
isradipine,pregnenolone,24.345
isradipine,milrinone,75.28
isradipine,mebendazole,40.53
isradipine,finasteride,92.64
isradipine,tamibarotene,44.29
isradipine,tiabendazole,8.66
isradipine,bifemelane,80.96
isradipine,metronidazole,50.97
isradipine,irinotecan,60.41
isradipine,nortriptyline,9.83
isradipine,gemcitabine,48.93
isradipine,masitinib,88.61
isradipine,methylprednisolone,90.57
isradipine,vorinostat,28.98
isradipine,sirolimus,79.69
isradipine,dexamethasone,79.045
isradipine,neratinib,55.4
isradipine,amiloride,39.44
isradipine,etomidate,71.61
isradipine,hydroflumethiazide,85.73
isradipine,esmolol,33.46
isradipine,flecainide,75.45
isradipine,fluspirilene,8.65
isradipine,doxorubicin,41.14
isradipine,anastrozole,28.12
isradipine,clozapine,62.66
isradipine,quercetin,66.07
isradipine,tacrine,76.73
isradipine,prednisone,14.67
isradipine,vidarabine,60.22
isradipine,trimipramine,49.65
isradipine,ipratropium,61.17
isradipine,racecadotril,43.2
isradipine,diazoxide,86.0
isradipine,pyrimethamine,47.51
isradipine,levofloxacin,75.75
isradipine,verapamil,80.48
isradipine,podophyllotoxin,69.09
isradipine,rabeprazole,98.31
isradipine,dasatinib,94.02
isradipine,zafirlukast,27.95
isradipine,sorafenib,44.25
isradipine,estradiol,15.76
isradipine,buflomedil,44.46
isradipine,bifonazole,80.12
isradipine,dolasetron,45.02
isradipine,doxapram,91.32
isradipine,terbinafine,78.54
isradipine,topiramate,20.66
isradipine,nicotine,67.37
isradipine,metoclopramide,64.96
isradipine,metergoline,98.3
isradipine,ropinirole,49.7
isradipine,sumatriptan,42.39
isradipine,fluphenazine,6.17
isradipine,nicardipine,91.18
isradipine,nicotinamide,43.9
isradipine,crizotinib,14.19
isradipine,altrenogest,98.48
isradipine,bromocriptine,64.11
isradipine,ethinyl-estradiol,48.64
isradipine,artesunate,81.71
isradipine,selegiline,31.57
isradipine,tofacitinib,23.92
isradipine,levetiracetam,18.08
isradipine,protriptyline,59.21
isradipine,reserpine,8.78
isradipine,pioglitazone,28.33
isradipine,propylthiouracil,59.29
isradipine,amitriptyline,13.24
isradipine,pantoprazole,88.43
isradipine,rizatriptan,42.23
isradipine,zileuton,90.53
isradipine,pravastatin,74.35
isradipine,benzbromarone,60.39
isradipine,tadalafil,82.09
isradipine,fluoxetine,37.63
isradipine,hydrocortisone,54.403999999999996
isradipine,trifluoperazine,35.92
isradipine,gestrinone,45.22
isradipine,balsalazide,45.72
isradipine,metformin,62.71
isradipine,ivermectin,17.39
isradipine,cyproheptadine,3.99
isradipine,metoprolol,41.97
isradipine,fenoldopam,83.52
isradipine,escitalopram,58.84
isradipine,azacitidine,66.01
isradipine,tranylcypromine,84.02
isradipine,propafenone,15.11
isradipine,fluconazole,38.25
isradipine,ibuprofen,75.925
isradipine,SN-38,32.41
isradipine,molindone,80.01
isradipine,benzthiazide,94.33
isradipine,pyrazinamide,87.2
isradipine,gemfibrozil,88.42
isradipine,quinine,72.26
isradipine,quinidine,70.39
isradipine,zidovudine,79.45
isradipine,ribavirin,39.68
isradipine,estrone,57.16
isradipine,rilmenidine,71.155
isradipine,bosutinib,39.7
isradipine,bezafibrate,59.26
isradipine,mestinon,82.57
isradipine,fasudil,36.4
isradipine,leflunomide,55.52
isradipine,fosinopril,50.07
isradipine,exemestane,79.94
isradipine,ritonavir,2.17
isradipine,oxfendazole,61.99
isradipine,melperone,36.62
isradipine,amoxapine,52.77
isradipine,varenicline,50.28
isradipine,amantadine,79.51
isradipine,oxybuprocaine,47.41
isradipine,primidone,59.01
isradipine,nevirapine,82.57
isradipine,erlotinib,33.76
isradipine,mepacrine,42.68
isradipine,vardenafil,90.1
isradipine,triamterene,68.53
isradipine,carbamazepine,38.24
isradipine,enalapril,84.61
isradipine,thiothixene,3.88
isradipine,ketoconazole,82.58
isradipine,sulfafurazole,65.42
isradipine,epinephrine,11.37
isradipine,elvitegravir,42.32
isradipine,tibolone,77.93
isradipine,clomifene,16.25
isradipine,sertaconazole,86.76
isradipine,proguanil,42.38
isradipine,irbesartan,17.48
isradipine,lopinavir,62.61
isradipine,picotamide,33.55
isradipine,tolazamide,38.07
isradipine,econazole,26.35
isradipine,mercaptopurine,26.35
isradipine,piperidolate,65.09
isradipine,anagrelide,58.95
isradipine,doxazosin,62.82
isradipine,quetiapine,71.2
isradipine,nilotinib,61.07
isradipine,bosentan,17.34
isradipine,mepivacaine,70.23
isradipine,amsacrine,38.35
isradipine,chloroquine,62.79
isradipine,nimodipine,58.43
isradipine,phenylbutyrate,42.36
isradipine,ubenimex,36.6
isradipine,gefitinib,14.52
isradipine,propranolol,4.52
isradipine,vemurafenib,16.28
isradipine,temsirolimus,10.65
isradipine,methimazole,50.4
isradipine,nicergoline,56.41
isradipine,oxybutynin,42.41
isradipine,digoxin,71.08
isradipine,felbamate,96.56
isradipine,yohimbine,30.81
isradipine,lapatinib,68.81
isradipine,norethindrone,5.8
isradipine,ketanserin,26.87
isradipine,pazopanib,-13.76
isradipine,reboxetine,76.43
isradipine,piretanide,0.39
isradipine,paclitaxel,42.37
isradipine,meclofenamic-acid,2.93
isradipine,benzylpenicillin,3.66
isradipine,niacin,33.88
isradipine,carprofen,17.03
isradipine,ambroxol,47.13
isradipine,dilazep,60.2
isradipine,sunitinib,34.87
isradipine,phentolamine,63.11
isradipine,acyclovir,4.33
isradipine,granisetron,7.88
isradipine,formoterol,8.52
isradipine,diltiazem,73.67
isradipine,capsaicin,74.84
isradipine,warfarin,80.14
isradipine,olaparib,65.99
isradipine,dopamine,55.25
isradipine,perhexiline,37.6
isradipine,betahistine,60.32
isradipine,scopolamine,42.81
isradipine,tivozanib,22.57
isradipine,losartan,61.25
isradipine,olanzapine,21.0
isradipine,calcitriol,63.39
isradipine,dapsone,75.65
isradipine,meloxicam,71.89
isradipine,tranilast,45.35
isradipine,fulvestrant,8.03
isradipine,ritodrine,16.38
isradipine,levonorgestrel,24.66
isradipine,butoconazole,82.04
isradipine,ozagrel,76.97
isradipine,metolazone,84.5
isradipine,acarbose,19.81
isradipine,doxycycline,16.96
isradipine,danazol,32.86
isradipine,mephentermine,25.77
isradipine,azithromycin,0.32
isradipine,raloxifene,28.21
isradipine,rivaroxaban,8.52
isradipine,maprotiline,87.87
isradipine,dicloxacillin,30.47
isradipine,norgestrel,10.16
isradipine,ruxolitinib,4.28
isradipine,phenytoin,31.43
isradipine,naftifine,30.25
isradipine,temozolomide,89.76
isradipine,tamoxifen,28.12
isradipine,pindolol,53.49
isradipine,vinpocetine,54.37
isradipine,nimesulide,16.72
isradipine,rimexolone,5.28
isradipine,eplerenone,77.79
isradipine,tolbutamide,87.63
isradipine,naftopidil,9.27
isradipine,entecavir,14.42
isradipine,atorvastatin,30.42
isradipine,fludroxycortide,20.95
isradipine,metixene,8.5
isradipine,lasalocid,6.79
isradipine,gliquidone,8.67
isradipine,homoharringtonine,21.97
isradipine,methazolamide,17.65
isradipine,sildenafil,50.54
isradipine,mepyramine,69.13
isradipine,noscapine,0.0
isradipine,orphenadrine,55.19
isradipine,etodolac,70.75
isradipine,eugenol,62.47
isradipine,toremifene,64.09
isradipine,maraviroc,83.86
isradipine,clofibric-acid,48.44
isradipine,raltegravir,25.22
isradipine,docetaxel,-0.07
isradipine,vinburnine,87.31
isradipine,ranitidine,6.32
isradipine,physostigmine,-58.18
isradipine,rosuvastatin,47.83
isradipine,actarit,10.94
isradipine,aspirin,5.43
isradipine,perindopril,19.3
isradipine,griseofulvin,27.96
isradipine,medrysone,30.03
isradipine,phensuximide,20.02
isradipine,ataluren,11.47
isradipine,atovaquone,98.45
isradipine,valproic-acid,35.7
isradipine,ziprasidone,0.32
isradipine,ofloxacin,37.77
isradipine,lenalidomide,4.49
isradipine,sitagliptin,2.0
isradipine,deferiprone,2.64
isradipine,cholic-acid,3.45
mepacrine,lidoflazine,78.08
mepacrine,floxuridine,89.02
mepacrine,dihydroergocristine,86.69
mepacrine,oxybutynin,13.17
mepacrine,bicalutamide,22.62
mepacrine,clonidine,17.77
mepacrine,cytarabine,94.59
mepacrine,ipratropium,47.27
mepacrine,pimozide,94.18
mepacrine,busulfan,88.65
mepacrine,nateglinide,90.75
mepacrine,loperamide,95.53
mepacrine,rabeprazole,53.7
mepacrine,capecitabine,4.33
mepacrine,papaverine,95.85
mepacrine,secnidazole,35.73
mepacrine,disopyramide,97.43
mepacrine,latanoprost,75.99
mepacrine,imipramine,67.09
mepacrine,aminoglutethimide,7.48
mepacrine,racecadotril,89.58
mepacrine,carvedilol,79.86
mepacrine,ketotifen,61.25
mepacrine,phenylbutyrate,93.55
mepacrine,chlorambucil,84.15
mepacrine,nicotine,43.5
mepacrine,zidovudine,2.33
mepacrine,cimetidine,7.73
mepacrine,flutamide,60.91
mepacrine,mirtazapine,90.0
mepacrine,itraconazole,83.89
mepacrine,tolbutamide,27.64
mepacrine,pindolol,27.37
mepacrine,etomidate,1.67
mepacrine,clarithromycin,37.08
mepacrine,medetomidine,21.32
mepacrine,propentofylline,75.24
mepacrine,rutin,56.14
mepacrine,cladribine,98.22
mepacrine,oxaprozin,43.09
mepacrine,milrinone,34.51
mepacrine,penciclovir,50.68
mepacrine,amitriptyline,74.67
mepacrine,fluspirilene,95.63
mepacrine,bifemelane,91.41
mepacrine,glimepiride,23.58
mepacrine,enalapril,5.98
mepacrine,clozapine,14.02
mepacrine,dexamethasone,34.519999999999996
mepacrine,penfluridol,96.66
mepacrine,pilocarpine,71.28
mepacrine,chlorphenamine,14.33
mepacrine,tiabendazole,6.2
mepacrine,bimatoprost,81.85
mepacrine,terbinafine,70.63
mepacrine,duloxetine,88.87
mepacrine,urapidil,92.51
mepacrine,progesterone,46.2
mepacrine,tizanidine,33.16
mepacrine,sertaconazole,89.4
mepacrine,bosentan,28.78
mepacrine,primidone,13.44
mepacrine,clomifene,95.36
mepacrine,buflomedil,70.65
mepacrine,fluvoxamine,71.59
mepacrine,diazoxide,59.27
mepacrine,valsartan,32.04
mepacrine,clomipramine,90.78
mepacrine,cabergoline,94.03
mepacrine,ranolazine,72.14
mepacrine,protriptyline,72.51
mepacrine,rifabutin,23.83
mepacrine,milnacipran,47.51
mepacrine,chloramphenicol,13.18
mepacrine,metformin,40.87
mepacrine,dopamine,-8.48
mepacrine,ticlopidine,73.93
mepacrine,bucladesine,37.25
mepacrine,reserpine,89.66
mepacrine,aripiprazole,35.8
mepacrine,moxonidine,14.39
mepacrine,bupropion,33.13
mepacrine,decitabine,92.46
mepacrine,moclobemide,23.11
mepacrine,trimipramine,84.19
mepacrine,pravastatin,6.13
mepacrine,tacrine,76.65
mepacrine,glipizide,11.12
mepacrine,zileuton,10.3
mepacrine,mefloquine,88.42
mepacrine,cyproheptadine,97.46
mepacrine,risperidone,70.04
mepacrine,piperidolate,18.94
mepacrine,sulfafurazole,7.87
mepacrine,nortriptyline,95.22
mepacrine,zafirlukast,2.01
mepacrine,oxfendazole,96.16
mepacrine,prazosin,78.88
mepacrine,bisoprolol,24.8
mepacrine,felodipine,5.5
mepacrine,cefdinir,65.91
mepacrine,chloroxine,66.14
mepacrine,flavoxate,59.72
mepacrine,lamotrigine,25.32
mepacrine,propafenone,90.49
mepacrine,saquinavir,44.89
mepacrine,letrozole,63.18
mepacrine,sotalol,15.22
mepacrine,atomoxetine,47.71
mepacrine,phenytoin,3.21
mepacrine,doxepin,48.98
mepacrine,nimodipine,38.53
mepacrine,piretanide,5.32
mepacrine,idebenone,43.16
mepacrine,lamivudine,10.39
mepacrine,metronidazole,62.76
mepacrine,amodiaquine,95.97
mepacrine,trimebutine,42.02
mepacrine,clotrimazole,71.91
mepacrine,imatinib,10.84
mepacrine,fluconazole,-0.95
mepacrine,altretamine,24.92
mepacrine,bezafibrate,4.12
mepacrine,homochlorcyclizine,59.62
mepacrine,metergoline,99.05
mepacrine,rivaroxaban,-3.98
mepacrine,ozagrel,0.0
mepacrine,pyrazinamide,34.97
mepacrine,hydroflumethiazide,23.41
mepacrine,mestinon,49.37
mepacrine,celecoxib,38.86
mepacrine,exemestane,42.27
mepacrine,ethinyl-estradiol,18.4
mepacrine,indapamide,21.13
mepacrine,estrone,44.51
mepacrine,ibuprofen,5.41
mepacrine,metoclopramide,52.95
mepacrine,finasteride,27.32
mepacrine,gemfibrozil,9.96
mepacrine,ruxolitinib,47.21
mepacrine,erlotinib,24.22
mepacrine,fosinopril,27.04
mepacrine,bromocriptine,3.98
mepacrine,atracurium,88.91
mepacrine,mitoxantrone,99.79
mepacrine,molsidomine,49.27
mepacrine,famciclovir,37.73
mepacrine,piroxicam,0.95
mepacrine,gestrinone,7.61
mepacrine,methimazole,15.63
mepacrine,paclitaxel,62.59
mepacrine,spironolactone,93.78
mepacrine,metoprolol,3.86
mepacrine,paroxetine,81.84
mepacrine,fluoxetine,92.37
mepacrine,flecainide,1.97
mepacrine,meclofenamic-acid,7.03
mepacrine,candesartan,2.71
mepacrine,methylprednisolone,95.0
mepacrine,dantrolene,21.9
mepacrine,palbociclib,83.5
mepacrine,dextromethorphan,8.55
mepacrine,mercaptopurine,1.63
mepacrine,primaquine,3.95
mepacrine,vidarabine,0.18
mepacrine,triflupromazine,88.89
mepacrine,pioglitazone,4.0
mepacrine,norethindrone,5.57
mepacrine,fluphenazine,94.75
mepacrine,droperidol,34.85
mepacrine,anastrozole,53.32
mepacrine,ambroxol,-10.38
mepacrine,loratadine,84.26
mepacrine,acarbose,4.83
mepacrine,ganciclovir,76.89
mepacrine,metixene,61.26
mepacrine,diclofenac,10.61
mepacrine,sulpiride,77.985
mepacrine,riluzole,3.5
mepacrine,telmisartan,42.16
mepacrine,norgestrel,37.26
mepacrine,oxiconazole,89.74
mepacrine,molindone,11.34
mepacrine,escitalopram,6.27
mepacrine,menadione,75.72
mepacrine,nicardipine,26.54
mepacrine,lacidipine,3.49
mepacrine,pregnenolone,10.219999999999999
mepacrine,trifluoperazine,88.75
mepacrine,everolimus,98.34
mepacrine,ondansetron,31.48
mepacrine,triamterene,6.6
mepacrine,losartan,-0.67
mepacrine,prochlorperazine,78.65
mepacrine,irbesartan,93.22
mepacrine,dolasetron,64.92
mepacrine,ubenimex,17.91
mepacrine,gefitinib,16.22
mepacrine,amiloride,44.96
mepacrine,mebendazole,93.96
mepacrine,nimesulide,33.52
mepacrine,epinephrine,83.83
mepacrine,meloxicam,10.25
mepacrine,phentolamine,21.48
mepacrine,simvastatin,94.72
mepacrine,azathioprine,37.05
mepacrine,felbamate,14.87
mepacrine,quetiapine,9.89
mepacrine,lopinavir,-55.27
mepacrine,danazol,60.65
mepacrine,sumatriptan,3.49
mepacrine,warfarin,30.9
mepacrine,metolazone,25.51
mepacrine,sunitinib,73.07
mepacrine,mepivacaine,27.12
mepacrine,niclosamide,97.29
mepacrine,topiramate,-0.25
mepacrine,propylthiouracil,0.0
mepacrine,neratinib,94.18
mepacrine,pyrimethamine,0.56
mepacrine,atorvastatin,35.19
mepacrine,nicergoline,8.08
mepacrine,altrenogest,12.06
mepacrine,chloroquine,17.9
mepacrine,vardenafil,16.25
mepacrine,clofarabine,95.62
mepacrine,doxorubicin,99.37
mepacrine,ipriflavone,21.6
mepacrine,picotamide,7.07
mepacrine,bosutinib,98.26
mepacrine,rosuvastatin,3.52
mepacrine,benzbromarone,29.5
mepacrine,leflunomide,71.73
mepacrine,maprotiline,84.49
mepacrine,esmolol,0.07
mepacrine,ropinirole,24.21
mepacrine,proguanil,6.85
mepacrine,tadalafil,7.22
mepacrine,isradipine,19.9
mepacrine,amoxapine,57.26
mepacrine,selegiline,30.29
mepacrine,tamibarotene,29.78
mepacrine,clofazimine,22.1
mepacrine,sertraline,98.56
mepacrine,ketanserin,0.88
mepacrine,prednisone,18.89
mepacrine,tolazamide,21.98
mepacrine,ribavirin,86.7
mepacrine,perhexiline,99.37
mepacrine,tranilast,-3.07
mepacrine,ritonavir,8.28
mepacrine,fenoldopam,3.22
mepacrine,etodolac,3.45
mepacrine,anagrelide,3.6
mepacrine,afatinib,44.61
mepacrine,betahistine,56.46
mepacrine,irinotecan,97.57
mepacrine,quinine,5.89
mepacrine,daunorubicin,87.81
mepacrine,rilmenidine,0.865
mepacrine,entecavir,42.85
mepacrine,hydrocortisone,20.5
mepacrine,ivermectin,27.77
mepacrine,diflunisal,23.25
mepacrine,amlexanox,28.15
mepacrine,mepacrine,99.97
mepacrine,gemcitabine,97.92
mepacrine,amsacrine,99.82
mepacrine,podophyllotoxin,93.29
mepacrine,pantoprazole,18.66
mepacrine,maraviroc,14.59
mepacrine,famotidine,6.22
mepacrine,lapatinib,-24.0
mepacrine,estradiol,17.35
mepacrine,verapamil,17.52
mepacrine,sirolimus,32.18
mepacrine,levetiracetam,43.26
mepacrine,nevirapine,25.88
mepacrine,levofloxacin,4.81
mepacrine,triclabendazole,-0.07
mepacrine,benzylpenicillin,5.16
mepacrine,mepyramine,1.9
mepacrine,melperone,22.29
mepacrine,rizatriptan,-6.12
mepacrine,reboxetine,4.2
mepacrine,doxazosin,39.09
mepacrine,nicotinamide,49.01
mepacrine,orphenadrine,4.37
mepacrine,naftifine,42.32
mepacrine,vemurafenib,-98.34
mepacrine,quinidine,18.38
mepacrine,doxapram,28.38
mepacrine,quinapril,37.53
mepacrine,sorafenib,47.01
mepacrine,praziquantel,6.59
mepacrine,varenicline,20.87
mepacrine,etoposide,96.85
mepacrine,etacrynic-acid,77.93
mepacrine,benzthiazide,27.26
mepacrine,quercetin,5.71
mepacrine,thiothixene,99.68
mepacrine,medrysone,41.79
mepacrine,aspirin,0.85
mepacrine,ataluren,9.72
mepacrine,masitinib,41.05
mepacrine,oxybuprocaine,15.54
mepacrine,belinostat,97.36
mepacrine,perindopril,5.85
mepacrine,clofibric-acid,2.33
mepacrine,fexofenadine,7.84
mepacrine,capsaicin,-3.81
mepacrine,olanzapine,-0.18
mepacrine,artesunate,10.27
mepacrine,temsirolimus,65.98
mepacrine,olaparib,16.27
mepacrine,actarit,-0.03
mepacrine,calcitriol,41.01
mepacrine,gliquidone,8.46
mepacrine,propranolol,10.32
mepacrine,vinburnine,19.48
mepacrine,toremifene,7.36
mepacrine,carbamazepine,7.03
mepacrine,diltiazem,41.46
mepacrine,atovaquone,6.94
mepacrine,temozolomide,3.52
mepacrine,levonorgestrel,74.08
mepacrine,raltegravir,4.11
mepacrine,dilazep,93.75
mepacrine,pinacidil,5.53
mepacrine,nilotinib,19.95
mepacrine,fulvestrant,57.58
mepacrine,niacin,3.98
mepacrine,digoxin,98.63
mepacrine,pitavastatin,99.4
mepacrine,noscapine,0.0
mepacrine,elvitegravir,8.31
mepacrine,tivozanib,55.11
mepacrine,fludroxycortide,-6.34
mepacrine,eplerenone,60.07
mepacrine,ritodrine,9.72
mepacrine,rimexolone,-24.0
mepacrine,tranylcypromine,80.23
mepacrine,scopolamine,9.125
mepacrine,azithromycin,85.94
mepacrine,ofloxacin,31.18
mepacrine,griseofulvin,47.18
mepacrine,raloxifene,62.07
mepacrine,sildenafil,49.08
mepacrine,vorinostat,97.92
mepacrine,granisetron,54.26
mepacrine,amantadine,14.86
mepacrine,tibolone,31.99
mepacrine,crizotinib,95.7
mepacrine,mephentermine,0.74
mepacrine,midostaurin,93.43
mepacrine,butoconazole,2.02
mepacrine,azacitidine,88.79
mepacrine,dasatinib,53.05
mepacrine,econazole,1.37
mepacrine,dicloxacillin,6.62
mepacrine,dapsone,10.78
mepacrine,vinpocetine,-1.23
mepacrine,acyclovir,63.73
mepacrine,doxycycline,4.12
mepacrine,carprofen,-5.16
mepacrine,yohimbine,7.36
