#1.3
2429	20	8	25
id	type	name	description	target	belongs_to	pc	median_tau_score	ts_pc	BRD-K32318651-summary	BRD-K70358946-summary	BRD-K53737926-summary	BRD-K20141153-summary	BRD-K94830329-summary	BRD-K52172416-summary	BRD-K97181089-summary	BRD-K62200014-summary	BRD-A25234499-summary	BRD-A20239487-summary	BRD-K33483813-summary	BRD-K57631554-summary	BRD-K70330367-summary	BRD-K02265150-summary	BRD-K66175015-summary	BRD-K29530284-summary	BRD-K11433652-summary	BRD-K91290917-summary	BRD-K67043667-summary	BRD-K56558538-summary
BRD-A83326220	CP	brazilin	nitric oxide production inhibitor, nitric oxide synthase expression inhibitor, telomerase inhibitor			2.66, 1.06	49.76	1.50, 0.50	21.97	70.02	79.48	60.60	59.85	37.08	-5.14	40.19	12.62	33.58	20.85	60.95	39.35	85.65	92.49	48.07	51.45	88.72	38.85	63.07
BRD-K56957086	CP	dacinostat	HDAC inhibitor	HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9	HDAC inhibitor	3.19, 0.00	49.75	1.48, 0.63	63.07	28.33	69.51	85.64	60.04	44.60	7.85	61.22	38.42	41.80	29.95	92.78	45.65	52.91	70.74	68.28	46.58	74.13	39.72	32.43
BRD-K56001384	CP	antimycin-a	antibiotic, electron transfer inhibitor	CYCS	ATP synthase inhibitor	2.84, 1.70	49.74	1.50, 0.24	8.68	86.68	60.39	50.49	75.52	2.96	-3.82	49.64	5.07	65.94	32.59	14.00	7.06	4.33	74.02	73.29	49.84	67.16	81.93	26.11
BRD-A17453586	CP	MDL-72832	serotonin receptor agonist	HTR1A		7.45, 1.60	49.70	0.91, 0.24	89.29	40.42	75.60	96.18	81.43	76.79	43.23	26.20	22.46	45.28	-51.91	39.56	54.12	81.44	37.29	54.32	26.73	96.34	84.71	41.56
BRD-A46179541	CP	doxapram	potassium channel blocker	KCNK3, KCNK9	Potassium channel blocker	9.04, 5.32	49.66	1.13, 0.48	80.25	50.73	26.37	96.37	96.90	99.61	26.14	0.46	85.95	48.60	44.49	90.92	41.55	89.36	39.00	44.88	93.33	43.98	52.36	19.27
BRD-K63641886	CP	cefuroxime	cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor	10.23, 6.82	49.58	1.75, 0.41	97.48	21.38	87.21	99.72	93.36	91.23	-4.12	63.07	10.12	97.60	-48.17	83.00	22.38	22.75	6.33	39.10	97.50	5.80	43.62	55.55
BRD-K67439147	CP	SIB-1893	glutamate receptor antagonist	GRM5, GRM4		4.79, 2.13	49.58	1.10, 0.41	76.27	6.87	47.83	97.47	93.04	16.83	9.61	77.67	2.08	66.80	28.83	78.98	7.10	57.60	43.60	49.27	9.71	78.59	49.88	96.27
BRD-A77722753	CP	hydralazine	smooth muscle relaxant	AOC3, P4HA1		3.19, 1.06	49.56	0.98, 0.30	15.77	31.08	33.16	20.03	-22.15	26.91	48.19	91.25	81.93	62.39	91.49	57.52	87.35	56.77	21.61	80.50	81.24	-0.14	50.94	15.93
BRD-K98157055	CP	SIB-1757	glutamate receptor antagonist	GRM5		5.32, 2.13	49.55	1.11, 0.28	97.17	33.30	61.28	39.98	32.33	64.50	45.51	12.46	60.01	68.04	52.07	23.02	87.21	74.20	47.02	37.03	72.96	10.85	25.33	72.93
BRD-K93460210	CP	lamotrigine	glutamate release inhibitor, serotonin receptor inhibitor, Sodium Channel  Blockers, sodium channel blocker, voltage-gated sodium channel blocker	SCN1A, SCN2A, SCN3A		4.79, 3.19	49.53	0.76, 0.11	74.25	16.24	12.88	48.77	45.44	50.29	98.77	22.25	54.14	90.64	85.77	15.62	69.71	7.74	35.54	98.91	76.32	27.38	88.37	18.19
BRD-K70976396	CP	cefoxitin	cell wall synthesis inhibitor			12.50, 6.25	49.50	1.06, 0.36	88.95	21.02	38.88	88.40	99.19	49.89	60.71	6.55	32.11	98.45	49.12	82.54	43.87	12.80	13.20	33.49	86.78	17.32	67.38	77.72
BRD-A98299281	CP	velnacrine	calcium channel activator	ACHE		7.95, 3.98	49.50	0.89, 0.18	88.45	47.64	21.90	24.73	62.49	35.81	87.58	48.00	98.69	76.18	-25.76	12.05	63.89	41.99	21.53	51.00	70.74	87.95	74.01	15.58
BRD-K91900765	CP	VX-745	p38 MAPK inhibitor	MAPK14, MAPK11, MAPK12	P38 MAPK inhibitor	5.32, 3.72	49.49	0.86, 0.30	21.63	84.92	1.16	5.74	73.07	17.35	56.51	0.95	14.67	95.85	94.96	41.70	62.37	10.09	1.55	63.41	93.70	48.18	50.79	57.11
BRD-K43405658	CP	tyrphostin-AG-527	protein tyrosine kinase inhibitor	EGFR		5.68, 1.70	49.48	1.23, 0.41	88.70	28.14	22.82	88.66	62.34	50.14	30.50	8.21	90.69	7.65	-48.55	34.23	87.54	48.82	78.05	35.37	43.14	83.54	51.06	53.19
BRD-K38615104	CP	A-443644	AKT inhibitor	AKT1, AKT2, AKT3, CDC42BPB, GSK3B, PHKG1, PKIA, PRKACA		4.79, 0.53	49.45	2.41, 0.84	96.33	21.63	46.76	98.03	90.35	18.06	52.15	0.63	38.68	63.46	-76.91	0.00	33.36	66.93	25.03	78.78	78.15	96.30	90.77	13.75
BRD-K24240364	CP	GYKI-52466	glutamate receptor antagonist, kainate receptor antagonist	GRIA1, GRIA2, GRIA3, GRIA4		4.79, 2.13	49.45	1.10, 0.34	74.55	42.68	43.54	93.26	58.21	34.38	69.73	47.33	84.76	73.29	27.85	87.39	58.32	15.42	36.02	38.04	27.41	8.10	51.57	90.21
BRD-A02990301	CP	lofexidine	adrenergic receptor agonist	ADRA2A		7.45, 4.26	49.40	1.19, 0.33	97.75	25.85	18.71	86.49	58.38	99.08	19.92	11.16	93.66	49.91	53.92	69.80	48.39	48.89	12.25	15.85	67.83	25.44	40.83	64.31
BRD-K05528470	CP	L-745870	dopamine receptor antagonist	DRD4, DRD1, DRD2, DRD3, HTR1A, HTR2A, HTR6, HTR7		7.45, 0.53	49.39	0.74, 0.18	77.87	47.76	26.89	77.42	51.02	92.56	32.93	-27.01	16.04	42.42	83.97	9.88	97.46	64.32	37.95	72.03	26.80	58.50	69.96	28.55
BRD-K10466330	CP	AVA	nucleophosmin inhibitor		Nucleophosmin inhibitor	0.60, 0.60	49.38	0.59, 0.35	87.60	67.50	16.76	38.42	12.65	72.72	7.46	85.92	74.86	52.18	41.54	43.25	49.75	24.20	29.20	49.00	89.54	86.03	38.74	61.18
BRD-K96778649	CP	tyrphostin-47	EGFR inhibitor, epidermal growth factor receptor (EGFR) inhibitor	EGFR		4.26, 2.66	49.36	1.05, 0.30	83.06	29.50	48.56	66.51	58.07	59.37	72.63	97.42	5.22	92.01	45.65	10.35	37.81	83.07	27.99	50.16	51.90	5.59	21.14	17.92
BRD-K61993165	CP	niacin	vitamin agonist	HCAR2, HCAR3, ACHE, DGAT2, HCAR1, NNMT, PTGDR, QPRT		5.32, 3.19	49.33	1.23, 0.31	52.41	11.14	58.74	88.55	72.07	94.40	35.34	8.61	31.02	46.26	89.23	43.80	79.13	18.03	63.13	77.21	11.21	23.83	83.50	24.81
BRD-K35573744	CP	erbstatin-analog	EGFR inhibitor, tyrosine kinase inhibitor	EGFR		7.95, 5.68	49.33	1.30, 0.33	85.81	48.23	71.85	98.68	97.96	46.07	9.90	11.63	48.14	98.34	-86.40	83.42	5.14	50.43	75.43	9.02	77.64	89.79	28.19	1.94
BRD-K78126613	CP	menadione	CDC inhibitor, mitochondrial DNA polymerase inhibitor, phosphatase inhibitor, pyruvate kinase isozyme inhibitor	AOX1, BGLAP, F10, F2, F7, F9, GGCX, NQO1, NQO2, PKM, PROC, PROS1, PROZ, VKORC1, VKORC1L1		1.60, 0.00	49.33	2.21, 0.41	53.67	44.40	16.83	41.54	71.97	26.50	53.41	20.05	21.24	37.05	85.71	75.77	63.93	2.77	45.25	53.41	61.80	40.02	73.45	66.74
BRD-K77286328	CP	reversine	Aurora kinase inhibitor, adenosine receptor antagonist	AURKB, ADORA3, AURKA, INCENP, MAP2K1	Aurora kinase inhibitor	4.26, 3.19	49.32	1.58, 0.56	34.16	50.94	47.70	61.50	88.76	13.99	33.05	33.51	11.25	52.80	30.56	61.75	54.67	27.49	91.06	75.40	68.90	38.16	78.93	29.42
BRD-K56614220	CP	clofazimine	GK0582 inhibitor			6.92, 3.77	49.27	0.64, 0.17	47.73	76.42	41.70	47.28	20.81	65.76	34.95	45.69	84.67	3.35	84.98	53.71	42.27	89.96	77.22	60.10	30.37	93.50	35.00	50.81
BRD-A14966924	CP	alaproclate	serotonin receptor antagonist, serotonin reuptake inhibitor	SLC6A4		4.79, 3.19	49.27	0.58, 0.13	57.99	16.87	81.04	63.74	41.15	7.86	36.54	84.41	14.37	93.59	57.38	89.84	92.99	28.93	20.22	26.92	86.41	98.16	-45.86	21.87
BRD-K26818574	CP	BIX-01294	DNA methyltransferase inhibitor, histone lyinse methyltransferase inhibitor, histone lysine methyltransferase inhibitor	EHMT1, EHMT2		3.98, 1.14	49.26	0.95, 0.15	9.80	95.21	88.31	7.96	64.28	7.07	-5.71	43.01	0.00	56.22	85.67	34.06	32.59	75.69	61.53	55.51	71.41	80.60	37.38	-6.81
BRD-K30867024	CP	SB-216641	serotonin receptor antagonist	HTR1B, HTR1D, HTR1A, HTR2A, HTR2B, HTR2C	Serotonin receptor antagonist	9.57, 5.32	49.25	0.78, 0.13	16.41	85.97	99.04	32.86	64.55	51.25	11.10	47.26	17.97	25.45	37.54	71.98	31.16	99.61	92.26	10.63	-22.87	95.83	55.55	63.86
BRD-K11636097	CP	JNJ-7706621	CDK inhibitor, Aurora kinase inhibitor	CDK1, CDK2, AURKA, AURKB	CDK inhibitor	4.26, 2.66	49.25	4.50, 1.56	92.02	5.14	69.84	99.19	28.97	50.71	94.64	0.80	23.14	53.89	-59.55	59.40	47.79	9.13	1.80	93.30	-83.39	80.25	86.43	37.22
BRD-K12932420	CP	YM-976	phosphodiesterase inhibitor, tumor necrosis factor production inhibitor	PDE4A, PDE4B, PDE4C, PDE4D, TNF		2.66, 1.60	49.23	0.73, 0.27	75.53	18.30	33.80	22.94	52.41	49.89	99.41	17.48	14.99	56.80	82.71	89.68	31.91	19.17	48.57	59.25	81.27	58.26	40.09	43.47
BRD-K63151507	CP	MNITMT	lymphocyte inhibitor			3.19, 1.60	49.23	1.07, 0.26	-28.60	8.11	48.69	25.80	67.98	76.46	75.49	73.89	12.07	66.77	78.52	70.14	43.98	27.28	49.77	57.49	94.27	2.69	11.74	33.23
BRD-K19309090	CP	SR-95639A	acetylcholine receptor agonist	CHRM1		5.32, 2.66	49.20	0.89, 0.15	-68.27	69.51	92.90	99.41	85.51	26.44	13.34	82.54	20.94	49.49	93.10	40.49	19.33	21.16	8.10	37.27	60.73	83.52	67.46	48.92
BRD-K64451768	CP	GANT-58	GLI antagonist	DHH, GLI1, IHH		5.32, 3.72	49.19	0.66, 0.23	63.73	-8.85	42.71	13.73	39.09	71.42	55.67	58.04	79.66	64.25	75.55	15.71	64.18	29.21	10.38	28.24	60.12	63.69	39.01	28.86
BRD-K83794624	CP	pirarubicin	topoisomerase inhibitor	TOP2A	Topoisomerase inhibitor	2.13, 0.00	49.17	3.16, 0.95	62.61	21.39	31.54	91.18	61.47	25.83	5.46	11.30	88.37	48.93	-47.93	0.00	49.41	27.55	55.47	76.66	64.41	62.93	51.16	23.95
BRD-K28296557	CP	AKT-inhibitor-IV	AKT inhibitor	AKT1		5.32, 2.13	49.16	2.85, 0.60	98.27	35.04	54.73	41.80	81.53	80.47	57.40	36.34	20.34	44.35	48.83	89.06	49.49	15.79	91.23	37.47	55.38	22.73	77.43	46.18
BRD-K60219430	CP	serdemetan	MDM inhibitor, angiogenesis stimulant, apoptosis stimulant, oncogene inhibitor	MDM2		1.06, 1.06	49.13	1.31, 0.38	22.38	81.55	91.46	49.12	68.48	45.78	12.81	61.51	16.43	36.57	76.16	49.13	12.99	85.46	73.10	60.06	31.79	54.73	44.18	23.51
BRD-K67261995	CP	adipiodone	serum albumin binder	ALB		3.72, 2.66	49.12	0.93, 0.32	82.58	13.61	24.40	97.05	78.79	50.15	18.66	48.09	92.54	77.11	86.39	16.61	43.19	40.67	4.26	30.77	75.82	80.89	94.59	15.81
BRD-A19633847	CP	perhexiline	carnitine palmitoyltransferase binder, carnitine palmitoyltransferase inhibitor	CPT1A, CPT2		4.79, 1.60	49.10	2.63, 0.72	43.77	60.43	95.55	59.09	54.44	39.05	26.61	11.61	13.59	25.66	72.81	62.93	4.02	97.53	95.72	39.36	65.68	90.55	40.24	26.13
BRD-K10016611	CP	pyridine-2-aldoxime	acetylcholinesterase inhibitor	ACHE, BCHE		7.95, 5.68	49.02	1.45, 0.59	-20.95	12.97	7.52	44.70	97.99	9.85	-55.15	58.97	12.45	95.69	97.18	94.16	15.58	63.96	3.84	53.35	94.05	0.11	91.40	54.17
BRD-A01295252	CP	trans-7-hydroxy-pipat	dopamine receptor ligand			5.32, 3.19	49.01	0.77, 0.33	34.17	45.94	52.09	33.87	94.18	38.81	22.09	78.28	14.67	59.25	56.83	61.28	54.89	33.03	6.06	11.79	52.80	4.46	99.51	55.60
BRD-K50388907	CP	fenofibrate	PPAR receptor agonist, apolipoprotein expression enhancer, lipase clearing factor inhibitor	PPARA, APOA1, CYP2C19, CYP2C8, MMP25		5.85, 3.72	49.00	1.01, 0.25	88.14	15.45	70.03	25.02	33.46	64.14	51.96	7.65	62.57	53.92	66.32	62.73	82.92	38.87	41.91	61.71	25.67	41.36	31.35	46.05
BRD-A65597028	CP	RX-821002	adrenergic receptor antagonist	ADRA2A, ADRA2B, ADRA2C, ADRA1A, ADRA1B, ADRA1D		4.55, 0.57	48.98	1.51, 0.50	70.89	29.95	52.42	72.27	10.69	44.13	90.32	89.72	62.91	45.54	10.36	19.65	71.52	19.33	15.86	66.47	88.24	22.01	95.12	-15.09
BRD-K38903228	CP	hesperidin	free radical scavenger	CACNA1B		3.19, 1.06	48.96	1.34, 0.50	68.65	26.74	11.13	66.57	64.91	82.73	-8.27	51.70	96.29	98.34	28.53	44.10	27.01	46.22	3.95	82.80	89.93	0.67	93.52	17.41
BRD-K87048468	CP	RS-102221	serotonin receptor antagonist	HTR2C, HTR2A, HTR2B		6.91, 2.66	48.94	1.13, 0.25	37.87	18.09	-0.35	33.95	68.50	50.14	74.24	22.75	99.43	89.61	33.01	91.75	56.65	17.87	8.74	71.60	92.88	22.85	67.59	47.74
BRD-K95885906	CP	quercetagetin	Pim kinase inhibitor	PIM1		6.38, 3.72	48.93	0.70, 0.18	39.60	32.46	85.06	36.61	46.95	53.59	27.33	80.98	13.19	76.35	92.58	50.91	74.96	92.59	67.15	45.89	89.09	18.93	11.50	18.66
BRD-K15196155	CP	IBC-293	hydroxycarboxylic acid receptor agonist	HCAR3		6.91, 3.72	48.89	1.02, 0.26	82.07	7.29	76.34	97.03	73.53	23.21	11.19	43.01	52.04	69.75	14.58	87.52	71.63	81.77	6.51	36.69	25.82	97.60	45.73	43.76
BRD-K27450477	CP	EHNA	adenosine deaminase inhibitor	ADA, PDE2A, ADORA2A		5.85, 3.19	48.82	0.70, 0.22	78.19	83.10	19.06	85.26	84.14	58.40	49.76	7.99	56.27	65.50	21.38	22.71	46.70	47.88	27.93	74.05	16.28	47.75	44.62	98.49
BRD-K06159959	CP	CCMQ	inhibitor of the binding of homoquinolinic acid to non-NMDA sensitive sites			7.45, 3.72	48.81	1.33, 0.48	85.98	16.31	73.45	99.89	90.07	80.98	14.25	47.65	70.57	76.94	-46.09	49.56	87.24	10.07	19.76	48.06	33.17	30.04	86.49	23.73
BRD-A02367930	CP	ethinyl-estradiol	DNA directed DNA polymerase stimunlant, estrogen receptor agonist, estrogenic component in oral contraceptives	CYP2C8, ESR1, ESR2, NR1I2	Estrogen receptor agonist	6.25, 3.41	48.80	1.19, 0.38	73.82	-52.96	22.41	97.06	-49.87	50.27	82.47	97.30	83.75	47.33	41.27	27.33	92.76	4.54	29.49	98.74	85.32	3.01	41.97	60.90
BRD-K07265709	CP	razoxane	topoisomerase inhibitor, chelating agent	TOP2A, TOP2B		7.45, 2.13	48.78	0.93, 0.33	29.10	61.43	23.94	86.53	97.33	7.68	92.05	11.58	9.07	35.69	88.50	96.69	8.16	83.07	17.06	75.84	36.14	77.48	11.39	84.80
BRD-K95435023	CP	PHA-665752	c-Met inhibitor, hepatocyte growth factor receptor inhibitor	MET		5.32, 2.66	48.78	1.49, 0.38	38.76	12.01	99.22	66.12	52.58	23.72	14.61	1.94	-8.32	26.09	79.78	61.80	49.47	99.12	92.78	46.19	58.36	61.29	11.08	48.09
BRD-M64432851	CP	sunitinib	FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor, angiogenesis inhibitor, colony stimulating factor receptor antagonist, colony stimulating factor receptor inhibitor, platelet-derived growth factor receptor (PDGFR) inhibitor, vascular endothelial growth factor receptor (VEGFR) inhibitor, vascular endothelial growth factor receptor 1 (VEGFR1) inhibitor, vascular endothelial growth factor receptor 2 (VEGFR2) inhibitor, VEGFR antagonist	FLT3, KDR, KIT, FLT4, FLT1, PDGFRA, PDGFRB, RET, CSF1R, FGFR1	FLT3 inhibitor, PDGFR/KIT inhibitor, RAF inhibitor, VEGFR inhibitor	4.79, 1.60	48.76	1.50, 0.52	48.78	53.57	82.31	10.72	53.61	34.72	6.40	18.82	34.76	5.30	86.86	79.02	31.78	81.87	94.79	15.99	93.04	69.40	19.83	48.74
BRD-K43887077	CP	dopamine	dopamine receptor agonist	DRD2, DRD1, DRD3, DRD4, DRD5, DBH, HTR1A, HTR7, SLC6A2, SLC6A3, SLC6A4		8.51, 4.79	48.75	0.88, 0.34	-64.69	20.65	8.68	98.68	99.79	17.58	67.86	5.53	31.86	71.26	99.54	49.87	52.92	37.51	49.88	37.56	88.65	17.09	91.02	47.63
BRD-A64933752	CP	CV-1808	adenosine receptor agonist	ADORA2A, ADORA2B	Adenosine receptor agonist	9.09, 5.11	48.73	1.07, 0.36	81.66	28.36	17.48	99.89	84.33	46.81	81.76	6.43	99.89	83.35	-41.54	86.75	71.71	39.56	40.24	39.28	50.64	3.52	56.17	21.23
BRD-K46212057	CP	voriconazole	cell wall synthesis inhibitor, cytochrome P450 inhibitor, lanosterol demethylase inhibitor	CYP2C19, CYP51A1		6.91, 5.32	48.69	1.43, 0.45	-88.57	56.32	0.88	41.06	89.07	34.61	78.13	98.03	-0.63	75.22	98.84	93.26	57.07	31.66	18.42	-50.55	88.93	15.37	19.34	76.97
BRD-K71799949	CP	carbamazepine	potassium channel modulator, Sodium Channel  Blockers, sodium channel blocker, voltage-gated sodium channel blocker	ABCB1, CYP1A2, CYP3A4, SCN1A, SCN3A, SCN5A		5.85, 4.79	48.68	0.68, 0.16	71.01	21.97	21.78	23.96	66.05	37.17	96.38	37.59	42.82	81.56	89.24	91.89	74.98	25.22	19.86	73.70	88.95	16.03	54.55	18.46
BRD-U68942961	CP	JW-7-24-1	LCK Inhibitor	LCK		1.06, 0.53	48.66	2.46, 0.67	57.53	73.28	89.49	55.08	52.62	44.41	-4.93	58.45	10.43	44.70	5.25	79.08	4.02	73.07	88.38	42.95	30.52	58.64	44.54	33.63
BRD-M47937986	CP	cefatrizine	cell wall synthesis inhibitor			5.03, 1.26	48.65	0.83, 0.25	11.94	-6.15	13.89	36.31	77.83	90.15	5.67	56.66	28.95	15.60	96.05	41.71	92.32	16.80	55.59	59.01	89.50	25.43	81.11	86.64
BRD-A96799240	CP	4-hydroxyretinoic-acid	retinoic acid metabolite			3.19, 1.60	48.58	1.15, 0.31	65.81	57.83	46.13	30.07	62.85	13.88	44.23	15.16	51.02	92.87	76.09	27.54	66.75	-0.39	-1.59	89.98	90.98	54.24	26.51	36.74
BRD-K90733503	CP	cefalexin	cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor	8.18, 3.77	48.56	1.35, 0.28	54.17	44.53	4.19	46.70	31.47	92.18	90.49	83.53	35.82	46.12	99.54	18.15	68.84	76.93	15.79	99.01	50.42	66.58	44.02	0.52
BRD-A55369275	CP	CGP-54626	GABA receptor antagonist	GABBR1, GABBR2, KCTD12, KCTD16, KCTD8		3.98, 1.14	48.54	1.74, 0.64	93.42	21.17	-10.07	30.48	50.67	72.39	94.94	11.63	46.41	89.82	75.05	6.72	28.76	5.40	18.61	93.98	93.08	17.17	67.31	76.16
BRD-K07117950	CP	imperatorin	acetylcholinesterase inhibitor, nitric oxide production inhibitor, Sodium Channel  Blockers	ACHE, HTR7		4.26, 1.60	48.54	0.82, 0.20	-41.51	16.00	23.09	75.67	91.43	81.32	8.63	78.62	18.83	95.03	98.80	83.93	22.86	55.76	5.73	9.28	84.97	8.80	59.52	41.32
BRD-K94512704	CP	spiramide	dopamine receptor antagonist, serotonin receptor antagonist	DRD2, HTR1A, HTR2A, HTR2B, HTR2C	Serotonin receptor antagonist	3.72, 2.13	48.44	0.69, 0.23	68.33	3.77	61.68	34.80	42.80	69.00	21.87	10.31	14.39	53.65	57.83	22.43	47.05	83.85	38.84	11.66	67.39	64.69	49.84	54.21
BRD-A04756508	CP	norgestimate	progesterone receptor agonist	PGR, ESR1	Progesterone receptor agonist	5.85, 3.72	48.43	0.41, 0.15	35.31	33.90	84.30	15.68	68.98	62.80	-7.09	26.58	16.36	71.39	58.03	60.75	39.96	97.99	58.47	47.34	73.81	44.03	49.52	42.27
BRD-K91263825	CP	nortriptyline	PI3K inhibitor, potassium channel blocker, tricyclic antidepressant (TCA)	KCNJ10, SLC6A2, SLC6A4, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CYP2C19, DRD2, HRH1, HTR1A, HTR2A, HTR2C, HTR6, PGRMC1, PIK3CD, SIGMAR1	Tricyclic antidepressant	7.45, 5.85	48.43	1.60, 0.50	79.88	81.44	99.89	26.96	21.19	35.96	12.24	10.02	20.99	44.15	52.71	26.05	22.75	98.07	94.06	89.69	17.99	79.75	58.44	56.45
BRD-A84389633	CP	tropanyl-3,5-dimethylbenzoate	serotonin receptor antagonist			6.38, 3.19	48.41	0.81, 0.18	-22.86	5.82	73.11	46.97	64.90	73.58	93.12	-12.92	-0.74	42.16	51.86	16.25	59.81	27.15	-1.76	78.86	97.22	49.85	91.80	32.10
BRD-K18895904	CP	olanzapine	dopamine receptor antagonist, serotonin receptor antagonist	DRD2, HTR2A, HTR2C, DRD1, DRD3, DRD4, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR6, HTR7, ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CYP2C8, DRD5, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, HRH2, HRH4, HTR1F, HTR2B, HTR3A, HTR5A		4.40, 2.52	48.41	0.57, 0.17	38.81	43.11	50.65	85.93	89.94	46.81	77.20	50.00	-73.58	14.37	84.27	35.50	56.99	10.40	27.66	84.98	36.70	9.59	60.92	55.92
BRD-K99964838	CP	bosutinib	src inhibitor, Abl kinase inhibitor, Bcr-Abl kinase inhibitor, apoptosis stimulant, STAT inhibitor	ABL1, SRC, BCR, CAMK2G, LYN, CAMK1D, CDK2, FRK, FYN, HCK, MAP2K1, MAP2K2, MAP3K2, MAP4K5, STK10, STK24, STK4, TNK2, TXK	SRC inhibitor	8.51, 5.32	48.40	1.28, 0.45	39.92	78.90	96.93	79.72	93.56	56.32	45.65	24.65	16.52	17.47	-19.61	51.14	36.66	98.91	96.86	57.98	35.27	98.69	32.22	32.58
BRD-A89672324	CP	CGP-55845	GABA receptor antagonist	GABBR1, GABBR2, KCTD12, KCTD16, KCTD8		5.32, 2.66	48.38	1.06, 0.30	46.96	-6.99	50.29	9.44	89.30	26.94	-5.28	12.25	82.46	79.27	79.97	49.80	45.54	38.27	8.38	70.67	95.28	41.82	96.72	85.04
BRD-K52662033	CP	lidocaine	histamine receptor agonist, voltage-gated sodium channel modulator	SCN5A, EGFR, SCN10A, SCN9A		7.98, 4.79	48.37	0.90, 0.19	32.59	37.27	73.23	71.48	81.17	30.67	27.95	32.66	44.89	62.31	97.11	42.47	88.55	67.41	6.00	51.85	93.10	38.63	64.97	38.84
BRD-A28856712	CP	tetryzoline	adrenergic receptor agonist			3.98, 0.57	48.34	1.32, 0.22	21.36	40.46	9.53	37.61	70.65	61.40	46.96	27.26	-8.75	63.72	81.08	85.78	29.42	69.22	2.36	53.25	72.03	35.50	50.12	49.72
BRD-A18620900	CP	estriol	estrogen receptor agonist, estrogen receptor antagonist	ESR1, ESR2	Estrogen receptor agonist	6.82, 3.98	48.33	1.24, 0.34	96.36	30.01	7.53	15.42	43.19	83.58	98.32	37.17	74.49	69.41	97.50	12.08	51.45	11.37	6.98	61.36	61.19	45.21	-7.58	76.79
BRD-K90885812	CP	propantheline	acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4		8.52, 5.68	48.32	1.42, 0.36	-2.50	44.01	-28.52	77.44	89.90	2.85	30.70	26.79	80.52	52.63	96.18	28.77	63.28	26.80	57.43	65.03	97.74	2.92	89.99	38.69
BRD-K85015012	CP	NNC-05-2090	GABA uptake inhibitor, GAT inhibitor	SLC6A11, SLC6A12, SLC6A13		7.45, 4.79	48.28	1.48, 0.51	19.75	89.84	99.12	56.58	48.89	42.03	15.48	83.58	-3.98	35.72	28.63	49.41	14.01	97.99	93.23	47.67	-24.37	94.64	67.74	0.88
BRD-A54236247	CP	racephedrine	adrenergic receptor agonist			7.39, 2.27	48.22	1.25, 0.33	-58.45	61.99	-4.03	55.09	80.49	96.26	42.61	4.36	34.42	39.50	98.84	39.17	50.84	50.31	51.05	98.25	26.69	69.99	28.50	46.13
BRD-K06234293	CP	LY-364947	TGF beta receptor inhibitor, p38 MAPK inhibitor	TGFBR1	P38 MAPK inhibitor, TGF beta receptor inhibitor	3.19, 2.13	48.21	1.06, 0.28	70.67	10.06	63.62	27.93	64.31	79.55	58.05	-3.03	31.05	98.18	79.01	61.01	38.28	5.11	6.46	33.06	88.62	36.59	39.92	56.50
BRD-A80213327	CP	NSC-23766	RAC1 GTPase inhibitor			5.85, 1.60	48.19	0.67, 0.17	85.93	15.05	22.90	79.45	48.48	77.90	93.47	35.73	77.12	47.91	46.10	45.34	87.49	32.57	41.96	74.22	47.21	83.60	72.94	45.48
BRD-A07780951	CP	orciprenaline	adrenergic receptor agonist	ADRB2	Beta-adrenergic receptor agonist	9.66, 3.98	48.18	1.14, 0.48	29.97	19.72	8.32	70.11	97.34	17.91	60.75	9.51	12.46	88.87	98.48	90.99	42.20	71.62	18.95	79.20	98.34	10.82	54.17	36.99
BRD-K47869605	CP	podophyllotoxin	caspase activator, insulin growth factor receptor inhibitor, microtubule inhibitor, tubulin inhibitor	IGF1R, CASP3, TOP2A, TUBA4A, TUBB	Tubulin inhibitor	4.26, 0.53	48.17	1.50, 0.43	89.14	9.95	71.60	45.73	73.62	50.61	11.15	13.33	12.74	89.06	-30.53	52.25	56.88	6.34	65.40	15.45	81.75	63.21	20.75	19.64
BRD-K32755366	CP	reserpic-acid	norepinephrine transporter inhibitor			3.72, 1.60	48.13	0.93, 0.38	17.64	16.01	53.28	69.79	44.55	29.90	99.32	19.53	24.83	57.18	51.71	75.09	68.93	12.23	32.98	59.31	72.45	94.26	35.22	43.83
