pert_iname,indication
ketorolac,"Photophobia|Tendinopathy|Low Back Pain|Hemorrhage|Postpartum Hemorrhage|Hemostatic Disorders|Blood Coagulation Disorders|Postoperative Hemorrhage|Carpal Tunnel Syndrome|Radius Fractures|Tension-Type Headache|Sleep Wake Disorders|Urinary Incontinence|Enuresis|Urinary Incontinence, Stress|Prolapse|Pelvic Organ Prolapse|Brain Neoplasms|Sleep Apnea Syndromes|Sleep Apnea, Obstructive|Musculoskeletal Pain|Hip Dislocation|Developmental Dysplasia of the Hip|Hip Dislocation, Congenital|Paralysis|Cerebral Palsy|Heart Defects, Congenital|Myofascial Pain Syndromes|Fibromyalgia|Syndrome|Somatoform Disorders|Cleft Lip|Necrosis|Ureteral Calculi|Ureterolithiasis|Blindness|Retinal Detachment|Premature Birth|Malocclusion|Coronary Artery Disease|Joint Diseases|Hypertrophy|Anemia, Sickle Cell|Hematologic Diseases|Substance Withdrawal Syndrome|Pelvic Pain|Neoplasms|Colonic Neoplasms|Rectal Neoplasms|Ileus|Diverticulitis|Diverticulum|Diverticulitis, Colonic|Constipation|Vomiting|Migraine with Aura|Migraine without Aura|Hyperopia|Diabetes Mellitus|Diabetes Mellitus, Type 2|Cystitis|Cystitis, Interstitial|Macular Degeneration|Wet Macular Degeneration|Infertility|Infertility, Female|Hernia|Hematologic Neoplasms|Rib Fractures|Fractures, Multiple|Hernia, Abdominal|Internal Hernia|Knee Injuries|Hyperalgesia|Mydriasis|Opioid-Related Disorders|Keratoconus|Hematoma|Otitis Media|Pharyngitis|Gallstones|Cholelithiasis|Cholecystolithiasis"
ketotifen,Myocardial Infarction|ST Elevation Myocardial Infarction|Infarction|Asthma|Dengue|Pleural Effusion|Fever|Hyperthermia
labetalol,"Angina Pectoris|Heart Failure|Hypertension, Malignant|Myocardial Infarction|Emergencies|Heart Diseases|Heart Failure, Diastolic|Cerebral Infarction"
lacosamide,"Epilepsy, Tonic-Clonic|Lennox Gastaut Syndrome|Respiratory Insufficiency"
lafutidine,Respiratory Aspiration of Gastric Contents
lamivudine,"Malnutrition|HIV-Associated Lipodystrophy Syndrome|Cardiovascular Diseases|Vascular Diseases|Cardiovascular Abnormalities|Congenital Abnormalities|Body Weight|Body Weight Changes|Drug-Related Side Effects and Adverse Reactions|Renal Insufficiency, Chronic|Weight Gain|Hemophilia A|Nervous System Diseases|Central Nervous System Diseases|Coinfection|Dyslipidemias|Metabolic Diseases|Glucose Metabolism Disorders|Proteinuria|Carcinoma|Immune Reconstitution Inflammatory Syndrome|Meningitis, Cryptococcal|Meningitis|Acidosis|Acidosis, Lactic|Liver Diseases|Hepatitis C|Cardiomyopathies|Osteoporosis"
lamotrigine,"Lennox Gastaut Syndrome|Depressive Disorder, Major|Asthma|Memory Disorders|Personality Disorders|Borderline Personality Disorder|Cerebral Palsy"
latanoprost,"Retinal Diseases|Diabetic Retinopathy|Glaucoma, Angle-Closure|Eye Diseases|Graves Ophthalmopathy|Thyroid Diseases|Uveitis|Uveitis, Anterior|Dry Eye Syndromes|Keratoconjunctivitis Sicca|Alopecia|Alopecia Areata"
ledipasvir,"Insulin Resistance|Lung Diseases|Pulmonary Disease, Chronic Obstructive|Lung Diseases, Interstitial|Heart Failure|Cardiovascular Diseases|Carcinoma, Hepatocellular|Gaucher Disease"
leflunomide,"Renal Insufficiency|Glomerulonephritis|Renal Insufficiency, Chronic|Glomerulonephritis, IGA|Immunoglobulin G4-Related Disease"
lenalidomide,COVID-19
lesinurad,"Kidney Diseases|Renal Insufficiency, Chronic"
letermovir,Neutropenia
letrozole,Ovarian Diseases|Eunuchism|Ovarian Cysts
levalbuterol,Bronchial Spasm
levamisole,Ascariasis|Trichuriasis|Ascaridiasis
levetiracetam,"Myoclonic Epilepsy, Juvenile|Intracranial Aneurysm|Aneurysm|Hematoma, Subdural|Hematoma, Subdural, Chronic|Hematoma|Mania|Memory Disorders|Body Dysmorphic Disorders|Spinal Cord Injuries|Spinal Injuries|Tourette Syndrome|Tic Disorders|Pain|Emergencies|Subarachnoid Hemorrhage|Multiple Sclerosis|Renal Insufficiency"
levobunolol,"Glaucoma, Open-Angle"
levocetirizine,Vitamin D Deficiency|Hypersensitivity|Pruritus|Otitis|Otitis Media|Otitis Media with Effusion
levofloxacin,"Chlamydia Infections|Haemophilus Infections|Klebsiella Infections|Legionnaires' Disease|Mycoplasma Infections|Proteus Infections|Pseudomonas Infections|Salmonella Infections|Staphylococcal Infections|Streptococcal Infections|Eye Infections, Bacterial|Soft Tissue Infections|Dry Eye Syndromes|Keratoconjunctivitis Sicca|Pneumonia, Aspiration|Cholangitis|Hypoglycemia|Hyperglycemia|Peptic Ulcer|Head and Neck Neoplasms|Mucositis|Stomatitis|Bronchiectasis|Disease Susceptibility|Substance-Related Disorders|Substance Abuse, Intravenous|Virus Diseases|Urinary Bladder Neoplasms|Cystitis|Critical Illness|Hypersensitivity|Pneumonia, Pneumococcal|Viremia|Eye Injuries, Penetrating|Prostatic Neoplasms|Pleuropneumonia|Pneumonia, Mycoplasma|Carcinoma"
levomequitazine,"Rhinitis, Allergic, Seasonal|Urticaria|Rhinitis, Allergic"
levonorgestrel,Pregnancy|Mucositis|Inflammation|Leiomyoma|Myofibroma|Obesity|Thinness|Hot Flashes|Body Weight|Recurrence
levothyroxine,"Goiter|Hypothyroidism|Myxedema|Thyroid Neoplasms|Thyroiditis, Autoimmune|Thyrotoxicosis"
lidocaine,"Esophageal Diseases|Tachycardia, Paroxysmal|Tachycardia, Ventricular|Ventricular Premature Complexes|Drug-Related Side Effects and Adverse Reactions|Myocardial Infarction|Ventricular Dysfunction|Congenital Abnormalities|Stomatognathic Diseases|Dental Pulp Diseases|Dyssomnias|Parasomnias|Cardiovascular Diseases|Arrhythmias, Cardiac|Aneurysm, Dissecting|Endophthalmitis|Facial Pain|Headache Disorders|Arteriovenous Fistula|Fistula|Hypotension|Diabetes Complications|Nasopharyngeal Diseases|Nausea|Postoperative Nausea and Vomiting|Facies|Thyroid Neoplasms|Trigger Finger Disorder|Spondylitis|Spondylarthritis|Opioid-Related Disorders|Peripheral Nerve Injuries|Varicose Veins|Cerebrospinal Fluid Leak|Coronary Artery Disease|Aneurysm|Aortic Aneurysm|Aortic Aneurysm, Abdominal|Plaque, Atherosclerotic|Toothache|Keloid|Cicatrix|Hypertrophy|Cicatrix, Hypertrophic|Peripheral Vascular Diseases|Substance-Related Disorders|Pneumonia|Lung Injury|Abdominal Neoplasms|Seizures|Hydrocephalus|Epilepsy|Neurofibromatoses|Necrosis|Alopecia|Epidermal Cyst|Granuloma|Alopecia Areata|Lichen Planus|Prurigo|Granuloma Annulare|Neurodermatitis|Keratoacanthoma|Appendicitis|Asthenia|Multiple Sclerosis|Sclerosis|Acne Vulgaris|Blepharoptosis|Cholecystolithiasis|Cholelithiasis|Gallstones|Arthralgia|Retinal Detachment|Urolithiasis|Muscle Hypotonia|Uterine Neoplasms|Reflex, Abnormal|Rectal Fistula|Rectal Neoplasms|Ileus|Diverticulum|Diverticulitis, Colonic|Constipation|Osteoporotic Fractures|Infertility, Female|Prostatic Hyperplasia|Hyperplasia|Ankle Fractures|Papilloma|Pneumoperitoneum|Nose Deformities, Acquired|Facial Paralysis|Paresis|Cholecystitis|Hallux Valgus|Psychomotor Agitation|Adenocarcinoma|Whiplash Injuries|Constriction, Pathologic|Hernia, Hiatal|Kidney Neoplasms|Joint Dislocations|Shoulder Dislocation|Flushing|Lymphoma, Non-Hodgkin|Pudendal Neuralgia|Tenosynovitis|Myoclonus|Bacteremia|Nerve Compression Syndromes|Charcot-Marie-Tooth Disease|Hereditary Sensory and Motor Neuropathy|Urinary Bladder Neoplasms|Tooth, Impacted|Periodontal Diseases|Critical Illness|Cutis Laxa|Clubfoot|Talipes|Equinus Deformity|Foot Deformities|Acne Keloid|Pelvic Floor Disorders|Cystocele|Uterine Prolapse|Urinary Retention|Brain Injuries|Brain Injuries, Traumatic|Oral Hemorrhage|Hemorrhage"
linagliptin,"Coronary Artery Disease|Myocardial Ischemia|Coronary Disease|Kidney Failure, Chronic|Polycystic Ovary Syndrome|Syndrome|Diabetic Nephropathies|Osteoporosis"
linezolid,"Endocarditis, Bacterial|Endocarditis|Critical Illness|Substance-Related Disorders|Substance Abuse, Intravenous|Connective Tissue Diseases|Catheter-Related Infections|Urinary Tract Infections"
lisinopril,"Myocardial Infarction|Ventricular Dysfunction, Left|Coronary Artery Disease|Ischemia|Heart Failure, Systolic|Systolic Murmurs|Coronavirus Infections|Proteinuria|Intracranial Arteriosclerosis|Heart Diseases|Arteriosclerosis|Ventricular Dysfunction|Glucose Intolerance|Fibrosis|Neoplasm Metastasis|Deglutition Disorders|Glomerulonephritis, IGA"
lodoxamide,Keratoconjunctivitis
lomitapide,Hypercholesterolemia
loperamide,"Colonic Diseases, Functional|Dysentery, Bacillary|Multiple Sclerosis|Multiple Sclerosis, Relapsing-Remitting|Substance Withdrawal Syndrome|Dysentery"
lopinavir,Malnutrition|Opportunistic Infections|AIDS-Related Opportunistic Infections|HIV-Associated Lipodystrophy Syndrome|Lipodystrophy|Cardiovascular Diseases|Congenital Abnormalities|Dyslipidemias|Metabolic Diseases|Glucose Metabolism Disorders|Proteinuria|Coinfection
loratadine,"Hypersensitivity|Conjunctivitis, Allergic"
lorazepam,"Epilepsies, Partial|Sleep Initiation and Maintenance Disorders|Cognition Disorders|Cognitive Dysfunction|Alcohol Drinking|Depression|Alcohol Withdrawal Delirium|Mental Disorders|Mood Disorders|Dyssomnias|Parasomnias|Heart Arrest|Hypothermia"
lorcaserin,Obesity
losartan,"Ventricular Dysfunction, Left|Coronary Artery Disease|Ischemia|Respiratory Aspiration|Sleep Wake Disorders|Hypoxia|Pulmonary Emphysema|Emphysema|Bronchitis|Bronchitis, Chronic|Acute Disease|Aortic Valve Stenosis|Psychotic Disorders|Mental Disorders|Disease|Schizophrenia|Depressive Disorder|Depressive Disorder, Major|Bipolar Disorder|Kidney Failure, Chronic|Respiration Disorders|Respiratory Tract Diseases|Hyperaldosteronism|Insulin Resistance|Liver Cirrhosis|Liver Cirrhosis, Alcoholic|Ascites|Hepatitis A|Hepatitis C|Hepatitis C, Chronic|Hepatitis|Hepatitis, Chronic|Glucose Intolerance|Kidney Calculi|Nephrolithiasis|Calculi|Hyperglycemia|Cardiac Output, Low|Systolic Murmurs|Cerebral Infarction|Carotid Stenosis|Atherosclerosis|Heart Diseases|Crohn Disease|Colitis|Colitis, Ulcerative|Ulcer"
loxoprofen,"Spondylitis|Spondylarthritis|Spondylitis, Ankylosing"
luliconazole,Tinea cruris
lumacaftor,Cystic Fibrosis
lurasidone,Weight Gain|Mania
macitentan,Ventricular Remodeling
mannitol-D,Poisoning|Acquired Immunodeficiency Syndrome|HIV Infections|Communicable Diseases|Infections|Cholestasis
maprotiline,Bipolar Disorder|Bulimia|Duodenal Ulcer|Enuresis|Pain|Panic Disorder|Dysthymic Disorder|Cocaine-Related Disorders
mazindol,"Obesity|Muscular Dystrophy, Duchenne"
mebendazole,"Ascariasis|Trichuriasis|Enterobiasis|Parasitic Diseases|Intestinal Diseases, Parasitic|Intestinal Diseases|Malnutrition|Amebiasis|Dysentery, Amebic"
mecamylamine,"Tourette Syndrome|Hypertension, Malignant|Spinal Cord Injuries|Autonomic Dysreflexia"
meclizine,Motion Sickness|Drug-Related Side Effects and Adverse Reactions
mefloquine,"Malaria, Vivax|Parasitic Diseases"
melatonin,"Seasonal Affective Disorder|Carotid Stenosis|Ischemic Stroke|Cerebral Infarction|Vascular System Injuries|Endotoxemia|Arteriosclerosis|Coronary Artery Disease|Calcinosis|Infertility|Liver Diseases|Dementia|Mood Disorders|Bipolar Disorder|Lennox Gastaut Syndrome|Fetal Growth Retardation|Herpes Simplex|Herpes Genitalis|Hypokinesia|Psychomotor Agitation|Seizures|Seizures, Febrile|Hyperthermia|Epilepsy, Generalized|Osteoporosis, Postmenopausal"
menadione,Hypoprothrombinemias
mepacrine,"Giardiasis|Pneumothorax|Malaria, Falciparum"
mepivacaine,"Pain|Stomatognathic Diseases|Dental Pulp Diseases|Drug-Related Side Effects and Adverse Reactions|Nausea|Vomiting|Postoperative Nausea and Vomiting|Urinary Bladder Neoplasms|Hypertension|Neuroma|Morton Neuroma|Varicose Veins|Arrhythmias, Cardiac|Uterine Diseases|Pulpitis|Pain, Postoperative|Prostatic Neoplasms|Gingival Recession|Arthritis"
mepyramine,"Conjunctivitis, Allergic|Rhinitis, Allergic, Seasonal|Pruritus|Rhinitis, Allergic, Perennial"
mercaptopurine,"Leukemia, Lymphocytic, Chronic, B-Cell|Intestinal Diseases|Inflammatory Bowel Diseases|Pancreatitis"
mestinon,"Abnormalities, Drug-Induced|Myasthenia Gravis|Dysphonia|Hoarseness|Dystonia|Muscle Weakness"
metamizole,"Aneurysm|Aortic Aneurysm|Aortic Aneurysm, Abdominal|Plaque, Atherosclerotic|Hernia|Pre-Eclampsia|Fever|Colic|Renal Colic|Back Pain|Low Back Pain|Stroke|Ischemic Stroke|Delirium|Hip Fractures|Shoulder Pain|Respiratory Insufficiency"
metformin,"Peri-Implantitis|Hypoglycemia|Acne Vulgaris|Thyroid Nodule|Nephritis|Lupus Nephritis|Altitude Sickness|Acromegaly|Angina, Unstable|Mood Disorders|Fractures, Bone|Amenorrhea|Albuminuria|Heart Diseases|Thalassemia|beta-Thalassemia|Thiamine Deficiency|Beriberi|Thrombosis|Reperfusion Injury|Ischemia|Metaplasia|Abortion, Habitual|Peripheral Vascular Diseases|Mental Disorders|Ketosis|Gonadal Disorders|Melanosis|Diabetes Complications|Carotid Artery Diseases|Congenital Abnormalities|Lupus Erythematosus, Systemic|Ataxia|Cerebellar Ataxia|Ataxia Telangiectasia|Telangiectasis|Acidosis|Acidosis, Lactic|Masked Hypertension|Hepatic Encephalopathy|Acanthosis Nigricans|Hypertrophy, Left Ventricular|Hypertrophy"
methazolamide,"Glaucoma, Open-Angle|Glaucoma, Angle-Closure|Hypertension, Pulmonary|Fatigue"
methimazole,"Goiter|Thyroid Crisis|Substance Withdrawal Syndrome|Goiter, Nodular"
methocarbamol,"Muscle Rigidity|Myositis|Pain|Tetanus|Hernia|Hernia, Inguinal|Hernia, Ventral|Low Back Pain|Back Pain|Acute Pain|Fractures, Bone|Rib Fractures|Wounds and Injuries"
methoxsalen,"Vitiligo|Lymphoma, T-Cell, Peripheral"
methyldopa,Eclampsia
metoclopramide,"Esophageal Diseases|Substance Withdrawal Syndrome|Angina Pectoris|Angina, Unstable|Myocardial Infarction|ST Elevation Myocardial Infarction|Infarction|Psychomotor Agitation|Pain, Postoperative|Tension-Type Headache|Breast Neoplasms|Premature Birth|Prostatic Neoplasms|Pneumonia|Pneumonia, Aspiration|Stroke"
metolazone,Edema|Hypertension|Nephrotic Syndrome|COVID-19|Coronavirus Infections|Cardiovascular Diseases
metoprolol,"Tachycardia, Supraventricular|Cardiomyopathy, Dilated|Hypotension|Nasal Polyps|ST Elevation Myocardial Infarction|Non-ST Elevated Myocardial Infarction|Cystitis|Cystitis, Interstitial|Pelvic Pain|Coronary Artery Disease|Myocardial Ischemia|Angina, Unstable|Lung Diseases, Obstructive|Aortic Valve Insufficiency|Ventricular Remodeling|Arrhythmias, Cardiac|Vascular Diseases|Graves Disease|Eye Diseases|Graves Ophthalmopathy|Drug Overdose|Intracranial Arteriosclerosis|Arteriosclerosis|Ventricular Dysfunction|Ventricular Dysfunction, Left|Metabolic Syndrome|Insulin Resistance|Syncope|Syncope, Vasovagal|Migraine Disorders|Foramen Ovale, Patent|Myocardial Stunning"
metronidazole,"Amebiasis|Bacteroides Infections|Endocarditis, Bacterial|Meningitis, Bacterial|Puerperal Infection|Parasitic Diseases|Peri-Implantitis|Rabies|Blastocystis Infections|Skin Manifestations|Inflammation|Dysbiosis|Dientamoebiasis|Digestive System Diseases|Gastrointestinal Diseases|Hemorrhage|Asthma|Angioedemas, Hereditary|Peritonitis|Cholecystitis|Acalculous Cholecystitis|Herpes Simplex|Irritable Bowel Syndrome|Abortion, Septic|Dyspepsia|Hypersensitivity|Stomach Ulcer|Duodenal Ulcer|Anemia, Iron-Deficiency|Pancreatitis|Pancreatitis, Acute Necrotizing|Wound Infection|Mucositis|Scleroderma, Systemic|Scleroderma, Diffuse|Sclerosis|Periapical Abscess|Pain, Postoperative|Disease Progression|Thrombosis|Coronary Thrombosis|Surgical Wound"
mianserin,"Depression|Dyssomnias|Parasomnias|Depressive Disorder|Stress Disorders, Traumatic|Stress Disorders, Post-Traumatic"
mibefradil,Angina Pectoris|Hypertension
miconazole,"Candidiasis, Cutaneous|Tinea Versicolor|Dermatitis, Atopic|Eczema|Skin Diseases|Skin Diseases, Eczematous|Recurrence|Diaper Rash|Melanosis|Renal Insufficiency|Kidney Failure, Chronic"
midodrine,Urinary Incontinence|Hypothermia|Cognitive Dysfunction|Quadriplegia|Vasoplegia|Hepatic Encephalopathy|Gastrointestinal Hemorrhage|Brain Diseases|Hyponatremia
midostaurin,Hematologic Neoplasms
miglustat,"Gangliosidosis, GM1"
milnacipran,"Spinal Diseases|Osteoarthritis|Recurrence|Shoulder Pain|Migraine Disorders|Epilepsy|Migraine with Aura|Migraine without Aura|Lupus Erythematosus, Systemic|Arthritis|Arthritis, Rheumatoid|Sleep Wake Disorders|Parasomnias|Dyssomnias|Osteoarthritis, Knee|Joint Diseases|Chronic Pain|Autistic Disorder|Autism Spectrum Disorder|Asperger Syndrome"
milrinone,"Drug-Related Side Effects and Adverse Reactions|Pulmonary Edema|Acute Coronary Syndrome|Shock, Cardiogenic"
mirtazapine,"Malnutrition|Headache|Post-Dural Puncture Headache|Hepatitis C|Hepatitis|Dyspepsia|Bipolar Disorder|Mood Disorders|Stress Disorders, Post-Traumatic|Weight Gain|Stress Disorders, Traumatic|Psychomotor Agitation|Emergence Delirium"
mitiglinide,Liver Diseases|Hypertension|Masked Hypertension|Overweight
mitoxantrone,"Pain|Myelitis|Myelitis, Transverse|Nervous System Diseases|Autoimmune Diseases of the Nervous System|Demyelinating Autoimmune Diseases, CNS|Autoimmune Diseases"
molindone,Psychotic Disorders|Schizophrenia
moracizine,"Ventricular Fibrillation|Tachycardia, Ventricular"
moxifloxacin,"Bacteroides Infections|Cystitis|Escherichia coli Infections|Haemophilus Infections|Klebsiella Infections|Proteus Infections|Pseudomonas Infections|Pyelonephritis|Salmonella Infections|Staphylococcal Infections|Streptococcal Infections|Urinary Tract Infections|Premature Birth|Periodontitis|Aggressive Periodontitis|Aggression|Endocarditis, Bacterial|Endocarditis|Retinal Detachment|Body Weight|Microvascular Angina|Metabolic Syndrome|Insulin Resistance|Eye Injuries, Penetrating|Periodontal Pocket|Arrhythmias, Cardiac|Acne Vulgaris|Maxillary Sinusitis|Chronic Periodontitis|Reinfection|Corneal Injuries|Liver Abscess|Liver Abscess, Pyogenic"
moxonidine,"Kidney Diseases|Diabetic Nephropathies|Metabolic Syndrome|Obesity, Abdominal|Overweight|Schizophrenia|Polycystic Ovary Syndrome|Nervous System Diseases|Autonomic Nervous System Diseases|Reperfusion Injury|Ischemia|Atrial Fibrillation|Recurrence"
mycophenolate-mofetil,Graft vs Host Disease|Psoriasis
mycophenolic-acid,"Hypertrophy, Left Ventricular|Hypertrophy|Hepatitis, Autoimmune|Cholangitis|Liver Cirrhosis, Biliary|Reperfusion Injury|Wounds and Injuries|Ischemia|Gastrointestinal Diseases|Digestive System Diseases|Histiocytosis, Sinus|Hepatitis C, Chronic|End Stage Liver Disease|Polyomavirus Infections|Churg-Strauss Syndrome|Polyarteritis Nodosa|Signs and Symptoms, Digestive|Diabetes Mellitus, Type 2|Communicable Diseases|Virus Diseases|Muscular Diseases|Myositis|Eczema|Dermatitis, Atopic|Dermatitis"
nafamostat,Syndrome
naftopidil,Prostatic Hyperplasia|Lower Urinary Tract Symptoms|Kidney Calculi|Nephrolithiasis|Calculi
nalbuphine,Joint Diseases|Acute Pain|Shoulder Pain|Respiratory Insufficiency|Injection Site Reaction
nandrolone,Anemia|Breast Neoplasms|Endometriosis
naphazoline,Rhinitis|Sinusitis
naproxen,"Bursitis|Common Cold|Fever|Pain|Fractures, Bone|Ankle Fractures|Fractures, Closed|Leiomyoma|Myofibroma|Uterine Diseases|Autoimmune Diseases|Disease|Anxiety Disorders|Compulsive Personality Disorder|Obsessive-Compulsive Disorder|Menorrhagia|Sciatica|Wounds and Injuries|Temporomandibular Joint Disorders|Temporomandibular Joint Dysfunction Syndrome|Tennis Elbow|Tension-Type Headache|Headache Disorders|Headache Disorders, Primary|Emergencies|Post-Traumatic Headache|Disease Progression|Premenstrual Syndrome|Delirium|Hip Fractures|Tooth, Impacted"
nefazodone,"Depressive Disorder|Stress Disorders, Post-Traumatic|Anxiety Disorders|Phobia, Social"
nefopam,Cholecystitis|Tendon Injuries|Colic|Renal Colic|Agnosia|Ureteral Calculi|Ureterolithiasis|Calculi
nelarabine,"Leukemia, T-Cell"
neostigmine,"Abnormalities, Drug-Induced|Urinary Bladder Diseases|Myasthenia Gravis|Urinary Retention|Disease|Appendicitis|Apnea|Sleep Apnea Syndromes|Sleep Apnea, Obstructive|Intestinal Diseases|Postoperative Complications|Paralysis|Sphincter of Oddi Dysfunction|Wounds and Injuries|Lung Diseases|Lung Diseases, Obstructive|Pulmonary Disease, Chronic Obstructive|Respiratory Insufficiency|Mobility Limitation|Coronary Artery Disease|Neoplasms|Urinary Bladder Neoplasms|Urologic Neoplasms|Genital Neoplasms, Female|Genital Neoplasms, Male|Shoulder Pain|Delirium|Emergence Delirium|Body Weight|Ileus|Liver Cirrhosis|Liver Diseases|Fibrosis|Spinal Curvatures|Gallstones|Cholelithiasis|Cholecystolithiasis|Colonic Pseudo-Obstruction"
nepafenac,"Eye Pain|Macular Degeneration|Retinal Vein Occlusion|Pain, Postoperative|Hyperopia|Uveitis|Pseudophakia|Epiretinal Membrane|Mydriasis"
neratinib,Breast Neoplasms
netupitant,Nausea|Vomiting
nevirapine,"Nervous System Diseases|Central Nervous System Diseases|HIV-Associated Lipodystrophy Syndrome|Insulin Resistance|Cardiovascular Diseases|Sarcoma, Kaposi|Sarcoma|Hypercholesterolemia|Dyslipidemias"
niacin,Pellagra|Hypertriglyceridemia|Polycystic Ovary Syndrome|Ganglion Cysts|Vertigo|Meniere Disease|Hyperpigmentation|Insulin Resistance|Hypolipoproteinemias|Hypoalphalipoproteinemias|Acne Vulgaris
nicardipine,"Angina Pectoris, Variant|Angina, Stable|Spinal Stenosis|Hypotension|COVID-19|Coronavirus Infections|Acute Coronary Syndrome|Retrognathia|Prognathism|Malocclusion, Angle Class III|Emergencies"
niclosamide,Helminthiasis
nicotinamide,Pellagra|Hypertriglyceridemia|Peripheral Vascular Diseases|Neurobehavioral Manifestations|Polycystic Ovary Syndrome|Schizophrenia|Hyperpigmentation|Arteriosclerosis|Hypolipoproteinemias|Acne Vulgaris|Atherosclerosis|Carotid Artery Diseases
nicotine,"Colitis, Ulcerative|Substance Withdrawal Syndrome|Heart Diseases|Coronary Disease|Coronary Artery Disease|Myocardial Ischemia|Pain, Postoperative|Alcoholic Intoxication|Problem Behavior|Impulsive Behavior|Cerebrovascular Disorders|Sleep Wake Disorders|Parasomnias|Pancreatic Neoplasms|Stomach Neoplasms|Uterine Cervical Neoplasms|Urinary Bladder Neoplasms|Esophageal Neoplasms|Liver Neoplasms|Pelvic Pain|Psychomotor Agitation|Delirium|Hypersensitivity|Lung Diseases, Obstructive|Immunologic Deficiency Syndromes|Ileus"
nilotinib,"Leukemia, Myeloid, Accelerated Phase|Leukemia, Myeloid, Chronic-Phase"
nimesulide,"Infections|Communicable Diseases|Respiratory Tract Infections|Osteoarthritis|Osteoarthritis, Knee|Pharyngitis|Laryngitis"
nimodipine,COVID-19|Coronavirus Infections|Hypertension|Cognitive Dysfunction|Depression|Depressive Disorder|Cerebral Infarction|Infarction
nitrendipine,"COVID-19|Coronavirus Infections|Kidney Diseases|Renal Insufficiency, Chronic"
norfloxacin,"Conjunctivitis, Bacterial|Escherichia coli Infections|Gonorrhea|Haemophilus Infections|Prostatitis|Pseudomonas Infections|Staphylococcal Infections|Urinary Tract Infections|Infections|Communicable Diseases|Hepatorenal Syndrome"
nortriptyline,"Attention Deficit Disorder with Hyperactivity|Enuresis|Pain|Polyneuropathies|Dementia|Cognitive Dysfunction|Depressive Disorder, Treatment-Resistant|Tinnitus|Migraine Disorders|Brain Injuries|Brain Injuries, Traumatic|Brain Concussion|Post-Concussion Syndrome|Post-Traumatic Headache|Bipolar Disorder|Meniere Disease|Recurrence"
ofloxacin,"Chlamydia Infections|Corneal Ulcer|Cystitis|Epididymitis|Gonorrhea|Haemophilus Infections|Klebsiella Infections|Otitis Externa|Otitis Media, Suppurative|Proteus Infections|Salmonella Infections|Staphylococcal Infections|Soft Tissue Infections|Dry Eye Syndromes|Keratoconjunctivitis Sicca|Pneumonia, Aspiration|Cholangitis|Hypoglycemia|Hyperglycemia|Peptic Ulcer|Periodontitis|Head and Neck Neoplasms|Mucositis|Stomatitis|Bronchiectasis|Disease Susceptibility|Virus Diseases|Critical Illness|Hypersensitivity|Pneumonia, Pneumococcal|Viremia|Otitis Media with Effusion|Eye Injuries, Penetrating|Prostatic Neoplasms|Pleuropneumonia|Mycoplasma Infections|Pneumonia, Mycoplasma|Carcinoma|Urinary Bladder Neoplasms"
olanzapine,"Tardive Dyskinesia|Schizophrenia Spectrum and Other Psychotic Disorders|Emergencies|Problem Behavior|Schizophrenia, Childhood|Substance-Related Disorders|Compulsive Personality Disorder|Obsessive-Compulsive Disorder|Alzheimer Disease|Dementia|Overweight|Diabetes Mellitus|Aggression|Attention Deficit and Disruptive Behavior Disorders|Child Development Disorders, Pervasive|Autism Spectrum Disorder|Trichotillomania|Recurrence|Syndrome|Hyperglycemia|Dystonia|Parkinsonian Disorders|Headache|Lung Neoplasms"
omeprazole,"Zollinger-Ellison Syndrome|Depression|Myocardial Ischemia|Coronary Disease|Heart Diseases|Tinea|Tinea Pedis|Tinea cruris|Gout|Eosinophilic Esophagitis|Laryngopharyngeal Reflux|Sinusitis|Obesity, Morbid|Osteoarthritis|Back Pain|Low Back Pain|Gastroparesis|Osteoporosis|Hip Fractures|Hypoalbuminemia|Stomach Diseases|Anemia, Iron-Deficiency|Inflammation|Hypothyroidism|Intestinal Diseases|Inflammatory Bowel Diseases|Laryngitis|Rotator Cuff Injuries|Opioid-Related Disorders|Respiratory Aspiration of Gastric Contents|Hypersensitivity|Food Hypersensitivity"
ondansetron,"Cardiac Output, Low|Bipolar Disorder|Inflammatory Bowel Diseases|Eosinophilic Esophagitis|Gastrointestinal Hemorrhage|Weight Loss|Abdominal Pain|Poisoning|Respiratory Distress Syndrome|Respiratory Distress Syndrome, Newborn|Acute Lung Injury|Dehydration|Tourette Syndrome|Tics|Tic Disorders|Headache|Pruritus|Fractures, Bone|Trigeminal Neuralgia|Intestinal Diseases|Marijuana Abuse|Chronic Pain|Cholelithiasis|Cholecystolithiasis|Gallstones|Prostatic Neoplasms|Body Temperature Changes"
orlistat,Glucose Intolerance|Poisoning|Heart Diseases|Fatty Liver|Non-alcoholic Fatty Liver Disease|Hepatitis A|Hepatitis C|Hepatitis|Bulimia|Binge-Eating Disorder
ornidazole,Amebiasis|Protozoan Infections|Trichomonas Infections
orphenadrine,"Muscle Rigidity|Myositis|Pain|Tetanus|Neoplasms|Colonic Neoplasms|Rectal Neoplasms|Ileus|Diverticulitis|Diverticulum|Diverticulitis, Colonic|Constipation|Pain, Postoperative|Muscle Hypotonia"
otilonium,Irritable Bowel Syndrome|Syndrome
oxandrolone,Emaciation|Growth Disorders
oxaprozin,"Arthritis, Juvenile|Arthritis, Rheumatoid|Osteoarthritis"
