pert_iname,indication
linezolid,"Infections|Communicable Diseases|Skin Diseases, Bacterial|Pneumonia|Healthcare-Associated Pneumonia|Soft Tissue Infections|Skin Diseases, Infectious|Skin Diseases|Osteomyelitis|Tuberculosis|Bacterial Infections|Pneumonia, Bacterial|Tuberculosis, Pulmonary|Tuberculosis, Multidrug-Resistant|Extensively Drug-Resistant Tuberculosis|Tuberculosis, Meningeal|Meningitis|Mycobacterium Infections|Lung Diseases|Pneumonia, Ventilator-Associated|Gram-Positive Bacterial Infections|Neutropenia|Febrile Neutropenia|Hyperthermia|Fever|Cystic Fibrosis|Fibrosis|Sepsis|Bacteremia|Neoplasms|Focal Infection|Diabetic Foot|Cross Infection|Burns|Nervous System Diseases|Optic Nerve Diseases|Cellulitis|Streptococcal Infections|Staphylococcal Skin Infections|Staphylococcal Infections|Impetigo|Surgical Wound Infection|Wound Infection|Syphilis|Arthritis, Infectious"
lisinopril,"Lung Neoplasms|Small Cell Lung Carcinoma|Dyspnea|Polycystic Kidney Diseases|Kidney Diseases|Cognitive Dysfunction|COVID-19|Pneumonia|Prostatic Neoplasms|Stroke|Cardiomyopathies|Hypertension|Essential Hypertension|Heart Failure|Muscular Dystrophies|Muscular Dystrophy, Duchenne|Muscular Dystrophies, Limb-Girdle|Cardiovascular Diseases|Atherosclerosis|Coronary Disease|Diabetes Mellitus|Diabetes Mellitus, Type 2|Hypercholesterolemia|Diabetic Nephropathies|Malnutrition|Hypertrophy, Left Ventricular|Hypertrophy|Liver Diseases|Fatty Liver|Non-alcoholic Fatty Liver Disease|Hyperoxaluria, Primary|Obesity, Abdominal|Prehypertension|Acquired Immunodeficiency Syndrome|HIV Infections|Albuminuria|Disease Susceptibility|Genetic Predisposition to Disease|Acute Coronary Syndrome|Syndrome|Glomerulosclerosis, Focal Segmental|Renal Insufficiency, Chronic|Breast Neoplasms|Cardiotoxicity|Hypotension, Orthostatic|Hypotension|Renal Insufficiency|Hyperkalemia|Infertility|Oligospermia|Glomerulonephritis|Lupus Erythematosus, Systemic|Gastroparesis"
lofexidine,"Liver Failure|Opioid-Related Disorders|Cocaine-Related Disorders|Substance Withdrawal Syndrome|Disease|Substance-Related Disorders|Heroin Dependence|Behavior, Addictive|Marijuana Abuse|Syndrome|Stress Disorders, Traumatic|Stress Disorders, Post-Traumatic"
lonafarnib,"Hepatitis A|Hepatitis D|Hepatitis D, Chronic|Hepatitis|Liver Diseases|Progeria|Glioblastoma|Neoplasms, Squamous Cell|Carcinoma, Squamous Cell|Head and Neck Neoplasms|Leukemia|Leukemia, Myeloid|Leukemia, Myelogenous, Chronic, BCR-ABL Positive|Lung Neoplasms|Carcinoma, Non-Small-Cell Lung|Neoplasm Metastasis|Breast Neoplasms|Lymphoma|Colorectal Neoplasms|Urinary Bladder Neoplasms|Urethral Neoplasms|Carcinoma, Transitional Cell|Kidney Neoplasms|Ureteral Neoplasms|Nervous System Neoplasms|Central Nervous System Neoplasms|Liver Neoplasms|Glioma|Ovarian Neoplasms|Carcinoma, Ovarian Epithelial|Sarcoma|Syndrome|Gliosarcoma|Supratentorial Neoplasms|Recurrence|Astrocytoma|Preleukemia|Leukemia, Myelomonocytic, Chronic|Leukemia, Myelomonocytic, Juvenile|Myelodysplastic Syndromes|Virus Diseases"
lonidamine,Prostatic Hyperplasia|Hyperplasia
loperamide,"Carcinoma, Non-Small-Cell Lung|Diarrhea|Fecal Incontinence|Short Bowel Syndrome|Breast Neoplasms|Triple Negative Breast Neoplasms|Sarcoma|Neoplasms|Dehydration|Infections|Clostridium Infections|Colorectal Neoplasms|Ovarian Neoplasms|Carcinoma, Ovarian Epithelial|Endometrial Neoplasms|Colitis|Uterine Neoplasms|Urogenital Neoplasms|Irritable Bowel Syndrome|Intestinal Obstruction|Enteritis|Chondrosarcoma|Sarcoma, Alveolar Soft Part|Communicable Diseases|Eczema|Flatulence"
lopinavir,"Viremia|Renal Insufficiency|Acquired Immunodeficiency Syndrome|HIV Infections|Hepatitis C|Infections|Communicable Diseases|Immunologic Deficiency Syndromes|Coronavirus Infections|COVID-19|Pneumonia|Severe Acute Respiratory Syndrome|Laboratory Infection|Neoplasms|Respiratory Tract Infections|Virus Diseases|Respiratory Distress Syndrome|Respiratory Distress Syndrome, Newborn|Acute Lung Injury|Syndrome|Hypertriglyceridemia|Hepatitis B|Hepatitis|Long QT Syndrome|HIV Seropositivity|Disease Progression|Liver Cirrhosis|Fibrosis|Hepatitis A|Tuberculosis|Malaria|Ependymoma|Gliosarcoma|Oligodendroglioma|Glioblastoma|Glioma|Brain Neoplasms|Astrocytoma|Insulin Resistance|Carcinoma in Situ|Sarcoma, Kaposi|Sarcoma|Parasitemia"
loratadine,"Rhinitis|Rhinitis, Allergic|Asthma|Rhinitis, Allergic, Seasonal|Esophagitis|Eosinophilic Esophagitis|Rhinitis, Allergic, Perennial|Multiple Myeloma|Neoplasms, Plasma Cell|Urticaria|Chronic Urticaria|Conjunctivitis|Lymphangioleiomyomatosis|Pruritus|Arthritis|Arthritis, Rheumatoid|Drug-Related Side Effects and Adverse Reactions|Dermatitis|Dermatitis, Atopic|Malnutrition|Rhinorrhea|Lung Neoplasms|Carcinoma, Non-Small-Cell Lung|Multiple Sclerosis|Multiple Sclerosis, Chronic Progressive|Sclerosis|Lymphoma|Aggression|Breast Neoplasms|COVID-19"
lorazepam,"Cocaine-Related Disorders|Drug Overdose|Status Epilepticus|Anxiety Disorders|Epilepsy|Epilepsy, Reflex|Dementia|Neoplasms|Delirium|Seizures|Voice Disorders|Emergencies|Acute Pain|Alcoholism|Compulsive Personality Disorder|Obsessive-Compulsive Disorder|Critical Illness|Substance-Related Disorders|Syndrome|Substance Withdrawal Syndrome|Nausea|Vomiting|Mania|Disease|Bipolar Disorder|Psychotic Disorders|Recurrence|Schizophrenia|Alzheimer Disease|Vertigo|Dizziness|Psychomotor Agitation|Depressive Disorder|Depressive Disorder, Major|Respiratory Insufficiency|Epilepsia Partialis Continua|Nodding Syndrome|Catatonia|Psychophysiologic Disorders|Somatoform Disorders|Epidermolysis Bullosa|Epidermolysis Bullosa Dystrophica"
losartan,"Kidney Diseases|Glomerulonephritis|Esophagitis|Eosinophilic Esophagitis|Connective Tissue Diseases|Pancreatic Neoplasms|Infections|Communicable Diseases|HIV Infections|Acquired Immunodeficiency Syndrome|Fibrosis|Non-alcoholic Fatty Liver Disease|Sarcopenia|Hypertension|Essential Hypertension|Cardiovascular Diseases|Anemia, Sickle Cell|COVID-19|Pneumonia|Hyperlipidemias|Marfan Syndrome|Arachnodactyly|Syndrome|Dilatation, Pathologic|Fatty Liver|Osteoarthritis, Hip|Adenocarcinoma|Coronavirus Infections|Renal Insufficiency, Chronic|Cerebral Small Vessel Diseases|Wounds and Injuries|Dyslipidemias|Inflammation|Severe Acute Respiratory Syndrome|Cystic Fibrosis|Proteinuria|Liver Diseases|Heart Failure|Osteoarthritis|Osteoarthritis, Knee|Glioblastoma|Postural Orthostatic Tachycardia Syndrome|Tachycardia|Lung Neoplasms|Atrial Fibrillation|Multiple System Atrophy|Shy-Drager Syndrome|Pure Autonomic Failure|Melanoma|Pre-Eclampsia|Diabetes Mellitus, Type 1|Cardiomyopathies|Cardiomyopathy, Hypertrophic|Hypertrophy|Dementia|Cognitive Dysfunction|Hyperlipoproteinemias|Renal Insufficiency|Hypertrophy, Left Ventricular|Overweight|Diabetic Nephropathies|Hyperoxaluria, Primary|Neurilemmoma|Neuroma|Neuroma, Acoustic|Pulmonary Fibrosis|Albinism|Hermanski-Pudlak Syndrome|Albinism, Oculocutaneous|Platelet Storage Pool Deficiency|Metabolic Diseases|Stroke|Ischemic Stroke|Thrombocytosis|Lymphoma, Non-Hodgkin|Precursor Cell Lymphoblastic Leukemia-Lymphoma|Leukemia, Lymphoid|Leukemia, Lymphocytic, Chronic, B-Cell|Hodgkin Disease|Leukemia, Myelogenous, Chronic, BCR-ABL Positive|Hematologic Neoplasms|Breast Neoplasms|Leukemia, Myelomonocytic, Chronic|Leukemia, Myelomonocytic, Juvenile|Leukemia, Myeloid, Chronic-Phase|Leukemia, Myeloid, Accelerated Phase|Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative|Blast Crisis|Myelodysplastic Syndromes|Primary Myelofibrosis|Myeloproliferative Disorders|Myelodysplastic-Myeloproliferative Diseases|Recurrence|Lymphoma|Carcinoma|Leukemia|Neoplasms|Leukemia, Myeloid|Multiple Myeloma|Neoplasms, Plasma Cell|Leukemia, Myeloid, Acute|Preleukemia|Diabetes Mellitus, Type 2|Diabetes Mellitus|Prehypertension|Prediabetic State|Respiratory Distress Syndrome|Respiratory Distress Syndrome, Newborn|Acute Lung Injury|Glomerulosclerosis, Focal Segmental|Idiopathic Pulmonary Fibrosis|Ventricular Dysfunction|Tetralogy of Fallot|Heart Defects, Congenital|Ventricular Dysfunction, Right|Congenital Abnormalities|Alzheimer Disease|Aortic Valve Insufficiency|Hyperkalemia|Stress Disorders, Traumatic|Stress Disorders, Post-Traumatic|Osteochondrodysplasias|Mucopolysaccharidoses|Mucopolysaccharidosis VI|Mucopolysaccharidosis IV|Peripheral Arterial Disease|Peripheral Vascular Diseases|Osteosarcoma|Metabolic Syndrome|Stenosis, Pulmonary Vein|Constriction, Pathologic|Brain Neoplasms|Macular Edema|Edema|Apnea|Sleep Apnea Syndromes|Sleep Apnea, Obstructive|Arteriovenous Fistula|Fistula|Glomerulonephritis, IGA"
loxoprofen,"Intervertebral Disc Displacement|Radiculopathy|Arthritis|Arthritis, Rheumatoid|Back Pain|Low Back Pain|Infections|Respiratory Tract Infections|Neck Pain|Myalgia|Wounds and Injuries"
luliconazole,Onychomycosis|Tinea|Tinea Pedis
lurasidone,"Schizophrenia|Autistic Disorder|Bipolar Disorder|Depression|Depressive Disorder|Psychotic Disorders|Suicidal Ideation|Suicide|Suicide, Attempted|Mental Disorders|Depressive Disorder, Major|Disease|Cognitive Dysfunction|Mood Disorders|Asperger Syndrome|Developmental Disabilities|Child Development Disorders, Pervasive"
macitentan,"Pulmonary Arterial Hypertension|Hypertension|Familial Primary Pulmonary Hypertension|Hypertension, Pulmonary|Glioblastoma|Heart Diseases|Heart Defects, Congenital|Anemia, Sickle Cell|Pulmonary Fibrosis|Idiopathic Pulmonary Fibrosis|Fibrosis|Ventricular Dysfunction|Ventricular Dysfunction, Left|Lung Diseases|Lung Diseases, Interstitial|Scleroderma, Systemic|Scleroderma, Diffuse|Scleroderma, Localized|Heart Failure|Vascular Diseases|Ulcer|Sclerosis|Skin Ulcer|Chronic Disease|Eisenmenger Complex"
mannitol-D,"Liver Diseases|Fatty Liver|Non-alcoholic Fatty Liver Disease|Dental Caries|Parkinson Disease|Alzheimer Disease|Cumulative Trauma Disorders|COVID-19|Hyperkalemia|Constipation|Acute Pain|Bacterial Infections|Osteoarthritis|Osteoarthritis, Knee|Charcot-Marie-Tooth Disease|Nerve Compression Syndromes|Hereditary Sensory and Motor Neuropathy|Tooth Diseases|Anemia|Anemia, Iron-Deficiency"
maprotiline,Glioblastoma|Disease|Psychophysiologic Disorders|Schizophrenia|Anxiety Disorders|Somatoform Disorders
maribavir,Cytomegalovirus Infections|Infections|Communicable Diseases
marimastat,Breast Neoplasms|Lung Neoplasms|Small Cell Lung Carcinoma|Vascular Malformations|Congenital Abnormalities
mazindol,Narcolepsy|Cataplexy|Disorders of Excessive Somnolence|Sleepiness|Cocaine-Related Disorders|Hyperkinesis|Attention Deficit Disorder with Hyperactivity
mebendazole,"Infections|Communicable Diseases|Helminthiasis|Colorectal Neoplasms|Glioma|Glioblastoma|Astrocytoma|Gliosarcoma|Diffuse Intrinsic Pontine Glioma|Optic Nerve Glioma|Hookworm Infections|Ancylostomiasis|Anemia|Pruritus Ani|Pruritus|Breast Neoplasms|Lung Neoplasms|Neoplasms|Melanoma|Adenocarcinoma|Sarcoma|Esophageal Neoplasms|Nervous System Neoplasms|Central Nervous System Neoplasms|Carcinoma|Neoplasms, Unknown Primary|Gastrointestinal Neoplasms|Medulloblastoma|Oligodendroglioma|Brain Stem Neoplasms|Birth Weight"
mecamylamine,"Cognitive Dysfunction|Orthostatic Intolerance|Tachycardia|Alcoholism|Macular Degeneration|Depressive Disorder|Depression|Disease|Depressive Disorder, Major|Autistic Disorder|Developmental Disabilities|Autism Spectrum Disorder|Child Development Disorders, Pervasive"
meclizine,"Carcinoma|Carcinoma, Hepatocellular|Vertigo|Dizziness"
meclofenamic-acid,Disease|Schizophrenia|Bipolar Disorder|Mental Disorders|Psychotic Disorders
mefloquine,"Malaria|Malaria, Falciparum|Pneumonia, Viral|Respiratory Insufficiency|Parasitemia|Schistosomiasis|Schistosomiasis haematobia|Glioblastoma|Gliosarcoma|Disease Susceptibility|Leukoencephalopathy, Progressive Multifocal|Leukoencephalopathies|Alzheimer Disease|Infections|COVID-19"
melatonin,"Altitude Sickness|Hypoxia|Cognitive Dysfunction|Breast Neoplasms|Sepsis|Toxemia|Neonatal Sepsis|Sleep Wake Disorders|Parasomnias|Dyssomnias|Sleep Initiation and Maintenance Disorders|Autistic Disorder|Blindness|Sleep Disorders, Circadian Rhythm|Reperfusion Injury|Ischemia|Wounds and Injuries|Periodontitis|Periodontal Diseases|Migraine Disorders|Delirium|Emergence Delirium|Retrognathia|Prognathism|Brain Diseases|Brain Ischemia|Hypoxia-Ischemia, Brain|Hypothermia|Tooth, Impacted|Parkinson Disease|Epilepsy|Autism Spectrum Disorder|Brain Injuries|Brain Injuries, Traumatic|Critical Illness|Alveolar Bone Loss|Irritable Bowel Syndrome|Syndrome|Metabolic Diseases|Glucose Metabolism Disorders|Stroke|Orthostatic Intolerance|Tachycardia|COVID-19|Coronavirus Infections|Nervous System Diseases|Autoimmune Diseases of the Nervous System|Multiple Sclerosis|Autoimmune Diseases|Sclerosis|Developmental Disabilities|Pain, Postoperative|Myocardial Infarction|Infarction|Heart Failure|Pinealoma|Carcinoma|Carcinoma, Squamous Cell|Squamous Cell Carcinoma of Head and Neck|Prediabetic State|Diabetes Mellitus|Diabetes Mellitus, Type 2|Insulin Resistance|Inflammation|Colitis|Colitis, Ulcerative|Ulcer|Glucose Intolerance|Enterocolitis|Enterocolitis, Necrotizing|Mucositis|Stomatitis|Cataract|Uveal Neoplasms|Eye Neoplasms|Melanoma|Dyspepsia|Abdominal Pain|Multiple Sclerosis, Relapsing-Remitting|Hypertension|Fatigue|Postoperative Complications|Attention Deficit Disorder with Hyperactivity|Alcohol-Related Disorders|Barrett Esophagus|Hypotension, Orthostatic|Autonomic Nervous System Diseases|Primary Dysautonomias|Hypotension|Enuresis|Urinary Incontinence|Nocturnal Enuresis|Endometriosis|Pelvic Pain|Dysmenorrhea|Postpartum Hemorrhage|Hemorrhage|Schizophrenia|Neoplasms|Burns|Hot Flashes|Aneurysm|Aortic Aneurysm|Gastrointestinal Neoplasms|Hematoma, Subdural|Hematoma, Subdural, Chronic|Hematoma|Dermatitis, Atopic|Dermatitis|Eczema|Depressive Disorder|Depression|Depressive Disorder, Major|Acute Kidney Injury|Radiodermatitis|Premature Birth|Brain Concussion|Jet Lag Syndrome|Sleep Deprivation|Psychotic Disorders|Mental Disorders|Chronobiology Disorders|Disease|Bulimia|Feeding and Eating Disorders|Binge-Eating Disorder|Lung Neoplasms|Recurrence|Bone Diseases, Metabolic|Quadriplegia|Atrial Fibrillation|Shock, Septic|Shock|Osteoporosis|Sunburn|Post-Concussion Syndrome|Neurodevelopmental Disorders|Kidney Diseases|Renal Insufficiency, Chronic|Kidney Failure, Chronic|Hyperkinesis|Alzheimer Disease|Tooth Loss|Anodontia|Metabolic Syndrome|Fibromyalgia|Myofascial Pain Syndromes|Asphyxia Neonatorum|Asphyxia|Intellectual Disability|Smith-Magenis Syndrome|Chromosome Deletion|Self-Injurious Behavior|Neoplasm Metastasis|Gastroesophageal Reflux|Retinal Diseases|Diabetic Retinopathy|Pruritus|Chronic Periodontitis|Optic Nerve Hypoplasia|Apnea|Sleep Apnea Syndromes|Sleep Apnea, Obstructive|REM Sleep Behavior Disorder|Dentofacial Deformities|Child Development Disorders, Pervasive|Diabetes Mellitus, Type 1|Head and Neck Neoplasms|Death|Acute Coronary Syndrome|Substance Withdrawal Syndrome|Xerostomia|Leukoencephalopathies|Psychophysiologic Disorders|Anxiety Disorders|Somatoform Disorders|Nocturia|Dengue|Fever|Drug-Related Side Effects and Adverse Reactions|Infections|Essential Hypertension"
melperone,Parkinson Disease|Psychotic Disorders|Mental Disorders
menadione,Folliculitis|Exanthema
mepacrine,"Adenocarcinoma|Creutzfeldt-Jakob Syndrome|Prostatic Neoplasms|Lung Neoplasms|Carcinoma, Non-Small-Cell Lung|Carcinoma|Carcinoma, Renal Cell"
mepivacaine,"Vaginal Discharge|Rupture|Lacerations|Ischemic Stroke|Cerebral Infarction|Infarction|COVID-19|Anosmia|Olfaction Disorders|Compartment Syndromes|Syndrome|Osteoarthritis|Osteoarthritis, Knee|Osteoarthritis, Hip|Emergencies|Spinal Diseases|Intervertebral Disc Degeneration|Back Pain|Low Back Pain"
mercaptopurine,"Leukemia|Precursor Cell Lymphoblastic Leukemia-Lymphoma|Leukemia, Lymphoid|Histiocytosis, Langerhans-Cell|Histiocytosis|Acute Disease|Leukemia, Myeloid|Leukemia, Myeloid, Acute|Lymphoma|Lymphoma, Non-Hodgkin|Burkitt Lymphoma|Lymphoma, B-Cell|Recurrence|Philadelphia Chromosome|Hematologic Neoplasms|Leukemia, Biphenotypic, Acute|Neoplasms|Mucositis|Crohn Disease|Down Syndrome|Syndrome|Precursor T-Cell Lymphoblastic Leukemia-Lymphoma|Leukemia, Promyelocytic, Acute|Preleukemia|Myelodysplastic Syndromes|Myeloproliferative Disorders|Leukemia, B-Cell|Leukemia, T-Cell|Neutropenia|Thrombocytopenia|Glioma|Glioblastoma|Brain Neoplasms|Astrocytoma|Oligodendroglioma|Cardiotoxicity|Lymphoma, Large-Cell, Anaplastic|Colitis|Colitis, Ulcerative|Ulcer|Hermanski-Pudlak Syndrome|Breast Neoplasms|Neoplasm Metastasis|Drug-Related Side Effects and Adverse Reactions"
mestinon,"Infections|Lymphopenia|T-Lymphocytopenia, Idiopathic CD4-Positive|Immunologic Deficiency Syndromes|COVID-19|Hypotension|Hypotension, Orthostatic|Orthostatic Intolerance|Postural Orthostatic Tachycardia Syndrome|Tachycardia|Syndrome|Acquired Immunodeficiency Syndrome|HIV Infections|Inflammation|Ileus|Leukemia|Constipation|Pure Autonomic Failure|Muscular Atrophy|Muscular Atrophy, Spinal|Spinal Muscular Atrophies of Childhood|Atrophy|Parkinson Disease|Fibromyalgia|Myofascial Pain Syndromes|Heart Failure|Spinal Cord Injuries|Autonomic Dysreflexia|Wounds and Injuries|Fatigue Syndrome, Chronic|Encephalomyelitis|Myalgia|Primary Dysautonomias|Fatigue|Glycogen Storage Disease Type II"
metamizole,"Spinal Cord Injuries|Neuralgia|Chronic Pain|Wounds and Injuries|Tooth, Impacted|Pain, Postoperative|Acute Pain|Migraine Disorders|Headache|Gastroenteritis"
metformin,"Diabetes Mellitus, Type 2|Diabetes Mellitus|Fanconi Syndrome|Anemia|Fanconi Anemia|Urinary Bladder Neoplasms|Ovarian Neoplasms|Carcinoma, Ovarian Epithelial|Colonic Neoplasms|Prediabetic State|Diabetes Mellitus, Type 1|Lung Neoplasms|Carcinoma, Non-Small-Cell Lung|Overweight|Autistic Disorder|Autism Spectrum Disorder|Child Development Disorders, Pervasive|Leukemia|Leukemia, Myeloid|Leukemia, Myeloid, Acute|Leukemia, Myelogenous, Chronic, BCR-ABL Positive|Blast Crisis|Leukemia, Monocytic, Acute|Leukemia, Myelomonocytic, Acute|Leukemia, Megakaryoblastic, Acute|Leukemia, Erythroblastic, Acute|Polycystic Ovary Syndrome|Heart Failure|Diabetes, Gestational|Pregnancy in Diabetics|Prostatic Neoplasms|Infertility|Syndrome|Alzheimer Disease|Dementia|Dementia, Vascular|Adenocarcinoma|Uterine Neoplasms|Hyperplasia|Carcinoma|Endometrial Neoplasms|Cystadenocarcinoma, Serous|Adenocarcinoma, Clear Cell|Recurrence|Breast Neoplasms|Obesity|Insulin Resistance|Hypersensitivity|Peripheral Nervous System Diseases|Glucose Intolerance|Brain Injuries|Brain Diseases|Brain Ischemia|Hypoxia-Ischemia, Brain|Periodontitis|Neuroendocrine Tumors|Endocrine Gland Neoplasms|Hepatitis C|Hepatitis C, Chronic|Carcinoma, Hepatocellular|Liver Cirrhosis|Fibrosis|Frailty|Obesity, Abdominal|Cardiovascular Diseases|Nutrition Disorders|Multiple Sclerosis|Sclerosis|Neoplasms|Carcinoma in Situ|Kidney Diseases|Renal Insufficiency, Chronic|Metabolic Syndrome|Metabolic Diseases|Lipid Metabolism Disorders|Glioblastoma|Tuberculosis|Tuberculosis, Pulmonary|Hypertension, Pulmonary|Hypertension|Toxemia|Abortion, Spontaneous|Acquired Immunodeficiency Syndrome|HIV Infections|Precancerous Conditions|Leukoplakia|Erythroplasia|Mouth Neoplasms|Leukoplakia, Oral|Hyperglycemia|Confusion|Thyroid Neoplasms|Thyroid Diseases|Carcinoma, Squamous Cell|Squamous Cell Carcinoma of Head and Neck|Malaria|Pre-Eclampsia|Premature Birth|Eclampsia|Medulloblastoma|Diabetic Nephropathies|Carcinoma, Ductal|Carcinoma, Intraductal, Noninfiltrating|Carcinoma, Ductal, Breast|Triple Negative Breast Neoplasms|Glioma|Aneurysm|Aortic Aneurysm|Aortic Aneurysm, Abdominal|Puerperal Disorders|Disease|Stargardt Disease|Retinal Diseases|Retinal Degeneration|Retinal Dystrophies|Infections|Communicable Diseases|COVID-19|Severe Acute Respiratory Syndrome|Kidney Neoplasms|Furcation Defects|Fragile X Syndrome|Cardiotoxicity|Carcinoma, Renal Cell|Leiomyomatosis|Fibromyalgia|Myofascial Pain Syndromes|Movement Disorders|Mitochondrial Diseases|Chronic Periodontitis|Malnutrition|Motor Neuron Disease|Amyotrophic Lateral Sclerosis|Frontotemporal Dementia|Aphasia, Primary Progressive|Pick Disease of the Brain|Lymphoma|Lymphoma, B-Cell|Lymphoma, Large B-Cell, Diffuse|Migraine Disorders|Hypercholesterolemia|Virus Diseases|Yellow Fever|Leukemia, Lymphoid|Leukemia, Lymphocytic, Chronic, B-Cell|Intellectual Disability|Neurobehavioral Manifestations|Mental Retardation, X-Linked|Genetic Diseases, Inborn|Genetic Diseases, X-Linked|Chromosome Disorders|Sex Chromosome Disorders|Multiple Myeloma|Neoplasms, Plasma Cell|Lung Diseases|Lung Diseases, Obstructive|Pulmonary Disease, Chronic Obstructive|Pregnancy Complications|Macular Degeneration|Geographic Atrophy|Atrophy|Arthrogryposis|Polycystic Kidney Diseases|Polycystic Kidney, Autosomal Dominant|Depressive Disorder|Depression|Depressive Disorder, Major|Breast Carcinoma In Situ|Carcinoma, Lobular|Brain Neoplasms|Hyperandrogenism|Sarcoma|Osteosarcoma|Sarcoma, Ewing|Colitis|Colitis, Ulcerative|Inflammatory Bowel Diseases|Ulcer|Apnea|Sleep Apnea Syndromes|Sleep Apnea, Obstructive|Glucose Metabolism Disorders|Hidradenitis Suppurativa|Hidradenitis|Leprosy|Leprosy, Multibacillary|Melanoma|Neoplasm Metastasis|Intermittent Claudication|Immunologic Deficiency Syndromes|Small Cell Lung Carcinoma|Multiple Sclerosis, Chronic Progressive|Obesity, Morbid|Weight Loss|Atrial Fibrillation|Schizophrenia|Pancreatic Neoplasms|Hyperinsulinism|Head and Neck Neoplasms|Arthritis|Arthritis, Rheumatoid|Colorectal Neoplasms|Weight Gain|Gestational Weight Gain|Esophageal Squamous Cell Carcinoma|Atherosclerosis|Coronary Disease|Postoperative Complications|Barrett Esophagus|Vitamin D Deficiency|Body Weight|Heart Failure, Systolic|Cognitive Dysfunction|Back Pain|Low Back Pain|Muscular Atrophy|Precursor Cell Lymphoblastic Leukemia-Lymphoma|Pulmonary Arterial Hypertension|Familial Primary Pulmonary Hypertension|Inflammation|Hepatitis|Fatty Liver|Non-alcoholic Fatty Liver Disease|Liver Diseases|Cholestasis|Cholestasis, Intrahepatic|Rectal Neoplasms|Adenocarcinoma in Situ|Menstruation Disturbances|Gliosarcoma|Hyperlipidemias|Anemia, Sickle Cell|Hemoglobinopathies|Thrombocytopenia|Lymphadenopathy|Lymphocytosis|Splenomegaly|Dyslipidemias|Endometrial Hyperplasia|Kidney Failure, Chronic|Lipodystrophy|Psychotic Disorders|Hyperlactatemia|Hepatitis A|Hepatitis, Chronic|Anovulation|Carcinoma, Endometrioid|Muscle Spasticity|Paralysis|Cerebral Palsy|Adenocarcinoma of Lung|Pediatric Obesity|Diabetic Foot|Adenomatous Polyposis Coli|Thoracic Neoplasms|Neuralgia|Hemangiosarcoma|Li-Fraumeni Syndrome|Muscular Dystrophies|Muscular Dystrophy, Duchenne|Fallopian Tube Neoplasms|Cystadenocarcinoma|Coronary Artery Disease|Myocardial Ischemia|Myocardial Infarction|ST Elevation Myocardial Infarction|Infarction|Neoplasms, Squamous Cell|Dengue|Non-ST Elevated Myocardial Infarction|Adenoma|Adenomatous Polyps|ACTH-Secreting Pituitary Adenoma|Pituitary ACTH Hypersecretion|Stroke|Infertility, Female|Microvascular Angina|Coinfection|HIV Seropositivity|Multiple Sclerosis, Relapsing-Remitting|Esophageal Neoplasms|Liver Neoplasms|Preleukemia|Myelodysplastic Syndromes|Lymphoma, Follicular|Cystic Fibrosis|Microsatellite Instability|Endocrine System Diseases|Adenocarcinoma, Bronchiolo-Alveolar|Disease Progression|Renal Insufficiency|Vision Disorders|Vision, Low|Bardet-Biedl Syndrome|Laurence-Moon Syndrome|Anxiety Disorders|Carcinoma, Acinar Cell|Glaucoma|Peptic Ulcer|Hearing Loss|Hearing Loss, Sensorineural|Wolfram Syndrome|Optic Atrophy|Iron Metabolism Disorders|Neoplasms, Germ Cell and Embryonal|Peritoneal Neoplasms|Germinoma|Pleural Effusion, Malignant|Brenner Tumor|Pleural Effusion|Ascites|Obstetric Labor, Premature|Carcinosarcoma|Mixed Tumor, Mullerian|Psoriasis|Diabetic Retinopathy|Osteoarthritis|Osteoarthritis, Knee|Uterine Cervical Neoplasms|Smoldering Multiple Myeloma|Paraproteinemias|Monoclonal Gammopathy of Undetermined Significance|Hypertriglyceridemia|Bipolar Disorder|Hypogonadism|Cholangiocarcinoma|Chondrosarcoma|Diabetes Insipidus|Diabetes Insipidus, Nephrogenic|Carcinoma, Adenosquamous|Peripheral Arterial Disease|Arteriosclerosis|Calcinosis|Chronic Disease|Acute Coronary Syndrome|Huntington Disease|Diabetic Neuropathies|Craniopharyngioma|Adamantinoma"
methazolamide,Glaucoma|Uterine Cervical Neoplasms|Altitude Sickness|Hypoxia
methimazole,Melanosis|Hyperthyroidism|Glioblastoma|Gliosarcoma|Recurrence|Dermatomyositis|Polymyositis|Graves Disease|Eye Diseases|Graves Ophthalmopathy|Atherosclerosis
methocarbamol,"Scleroderma, Systemic|Scleroderma, Diffuse|Sclerosis|Pain, Postoperative|Heart Failure|Pre-Eclampsia|Eclampsia|Muscle Cramp|Liver Cirrhosis|Spasm"
