pert_iname,indication,drugbank_id
levonorgestrel,Infertility,DB00367
levonorgestrel,"Diabetes Mellitus, Type 2",DB00367
levonorgestrel,Hepatitis B,DB00367
levonorgestrel,"Hepatitis B, Chronic",DB00367
levonorgestrel,Osteoporosis,DB00367
levonorgestrel,Anorexia,DB00367
levonorgestrel,Anorexia Nervosa,DB00367
levonorgestrel,"Carcinoma, Non-Small-Cell Lung",DB00367
levonorgestrel,Lung Diseases,DB00367
levonorgestrel,"Lung Diseases, Interstitial",DB00367
levonorgestrel,"Scleroderma, Systemic",DB00367
levonorgestrel,"Scleroderma, Diffuse",DB00367
levonorgestrel,Premenstrual Syndrome,DB00367
levonorgestrel,Premenstrual Dysphoric Disorder,DB00367
levonorgestrel,Menstruation Disturbances,DB00367
levonorgestrel,Epilepsy,DB00367
levonorgestrel,Arthritis,DB00367
levonorgestrel,"Arthritis, Rheumatoid",DB00367
levonorgestrel,"Bone Diseases, Metabolic",DB00367
levonorgestrel,Pituitary Diseases,DB00367
levonorgestrel,Adenomyosis,DB00367
levonorgestrel,Diabetes Mellitus,DB00367
levonorgestrel,Pelvic Pain,DB00367
levonorgestrel,Dysmenorrhea,DB00367
levonorgestrel,Metrorrhagia,DB00367
levonorgestrel,Hemorrhage,DB00367
levonorgestrel,Ovarian Neoplasms,DB00367
levonorgestrel,Adenocarcinoma,DB00367
levonorgestrel,"Carcinoma, Endometrioid",DB00367
levonorgestrel,Migraine Disorders,DB00367
levonorgestrel,Headache,DB00367
levonorgestrel,Carcinoma,DB00367
levonorgestrel,HIV Infections,DB00367
levonorgestrel,Polyps,DB00367
levonorgestrel,Uterine Neoplasms,DB00367
levonorgestrel,Vision Disorders,DB00367
levonorgestrel,Colonic Neoplasms,DB00367
levonorgestrel,"Colorectal Neoplasms, Hereditary Nonpolyposis",DB00367
levonorgestrel,Acquired Immunodeficiency Syndrome,DB00367
levonorgestrel,Overweight,DB00367
levonorgestrel,Hepatitis C,DB00367
levonorgestrel,"Hepatitis C, Chronic",DB00367
levonorgestrel,Uterine Hemorrhage,DB00367
levonorgestrel,Fatty Liver,DB00367
levonorgestrel,Non-alcoholic Fatty Liver Disease,DB00367
lidocaine,Radiculopathy,DB00281
lidocaine,Sciatica,DB00281
lidocaine,Rupture,DB00281
lidocaine,"Osteoarthritis, Knee",DB00281
lidocaine,"Pain, Postoperative",DB00281
lidocaine,"Keratosis, Actinic",DB00281
lidocaine,Keratosis,DB00281
lidocaine,Skin Diseases,DB00281
lidocaine,Temporomandibular Joint Disorders,DB00281
lidocaine,Temporomandibular Joint Dysfunction Syndrome,DB00281
lidocaine,Bowen's Disease,DB00281
lidocaine,Cocaine-Related Disorders,DB00281
lidocaine,"Behavior, Addictive",DB00281
lidocaine,Neuralgia,DB00281
lidocaine,"Neuralgia, Postherpetic",DB00281
lidocaine,Neoplasms,DB00281
lidocaine,"Neoplasms, Cystic, Mucinous, and Serous",DB00281
lidocaine,Acute Pain,DB00281
lidocaine,"Fractures, Bone",DB00281
lidocaine,Rib Fractures,DB00281
lidocaine,"Fractures, Multiple",DB00281
lidocaine,"Blood Loss, Surgical",DB00281
lidocaine,Vaginal Discharge,DB00281
lidocaine,Lacerations,DB00281
lidocaine,Diabetes Mellitus,DB00281
lidocaine,Hyperalgesia,DB00281
lidocaine,Emergencies,DB00281
lidocaine,Mucositis,DB00281
lidocaine,Osteoarthritis,DB00281
lidocaine,Spinal Diseases,DB00281
lidocaine,Spinal Cord Injuries,DB00281
lidocaine,Premature Birth,DB00281
lidocaine,Trigeminal Neuralgia,DB00281
lidocaine,Trigeminal Nerve Diseases,DB00281
lidocaine,Tissue Adhesions,DB00281
lidocaine,Wounds and Injuries,DB00281
lidocaine,Chronic Pain,DB00281
lidocaine,Stomatitis,DB00281
lidocaine,Tinnitus,DB00281
lidocaine,Pulpitis,DB00281
lidocaine,Malnutrition,DB00281
lidocaine,Fibromyalgia,DB00281
lidocaine,Myofascial Pain Syndromes,DB00281
lidocaine,"Abortion, Spontaneous",DB00281
lidocaine,"Dilatation, Pathologic",DB00281
lidocaine,Epistaxis,DB00281
lidocaine,Leiomyoma,DB00281
lidocaine,Pleural Neoplasms,DB00281
lidocaine,Recurrence,DB00281
lidocaine,Complex Regional Pain Syndromes,DB00281
lidocaine,Reflex Sympathetic Dystrophy,DB00281
lidocaine,Syndrome,DB00281
lidocaine,Somatoform Disorders,DB00281
lidocaine,"Influenza, Human",DB00281
lidocaine,Long QT Syndrome,DB00281
lidocaine,Prolapse,DB00281
lidocaine,Pelvic Organ Prolapse,DB00281
lidocaine,Urinary Incontinence,DB00281
lidocaine,"Urinary Incontinence, Stress",DB00281
lidocaine,"Urinary Incontinence, Urge",DB00281
lidocaine,Urinary Tract Infections,DB00281
lidocaine,"Urinary Bladder, Overactive",DB00281
lidocaine,Hematuria,DB00281
lidocaine,"Pain, Procedural",DB00281
lidocaine,Obstetric Labor Complications,DB00281
lidocaine,Ehlers-Danlos Syndrome,DB00281
lidocaine,Back Pain,DB00281
lidocaine,Low Back Pain,DB00281
lidocaine,Intervertebral Disc Displacement,DB00281
lidocaine,Thalassemia,DB00281
lidocaine,Myofibroma,DB00281
lidocaine,Cystitis,DB00281
lidocaine,"Cystitis, Interstitial",DB00281
lidocaine,Vulvodynia,DB00281
lidocaine,Migraine Disorders,DB00281
lidocaine,Migraine without Aura,DB00281
lidocaine,Migraine with Aura,DB00281
lidocaine,Headache,DB00281
lidocaine,Tennis Elbow,DB00281
lidocaine,Ganglion Cysts,DB00281
lidocaine,Colorectal Neoplasms,DB00281
lidocaine,Adenomatous Polyps,DB00281
lidocaine,Colonic Polyps,DB00281
lidocaine,COVID-19,DB00281
lidocaine,Coronavirus Infections,DB00281
lidocaine,Respiratory Distress Syndrome,DB00281
lidocaine,"Respiratory Distress Syndrome, Newborn",DB00281
lidocaine,Acute Lung Injury,DB00281
lidocaine,"Obesity, Morbid",DB00281
lidocaine,Postoperative Cognitive Complications,DB00281
lidocaine,Cognitive Dysfunction,DB00281
lidocaine,Breast Neoplasms,DB00281
lidocaine,Feeding and Eating Disorders,DB00281
lidocaine,Colonic Neoplasms,DB00281
lidocaine,Stroke,DB00281
lidocaine,Ischemic Stroke,DB00281
lidocaine,Colic,DB00281
lidocaine,Renal Colic,DB00281
lidocaine,Post-Traumatic Headache,DB00281
lidocaine,Diabetic Neuropathies,DB00281
lidocaine,Polyneuropathies,DB00281
lidocaine,Adenoma,DB00281
lidocaine,Parathyroid Neoplasms,DB00281
lidocaine,Spinal Fractures,DB00281
lidocaine,"Fractures, Compression",DB00281
lidocaine,Scoliosis,DB00281
lidocaine,Premature Ejaculation,DB00281
lidocaine,Musculoskeletal Pain,DB00281
lidocaine,Snake Bites,DB00281
lidocaine,Carpal Tunnel Syndrome,DB00281
lidocaine,Brain Neoplasms,DB00281
lidocaine,Cataract,DB00281
lidocaine,Intervertebral Disc Degeneration,DB00281
lidocaine,Tendinopathy,DB00281
lidocaine,Agnosia,DB00281
lidocaine,Inflammatory Bowel Diseases,DB00281
lidocaine,Diverticulitis,DB00281
lidocaine,Vomiting,DB00281
lidocaine,Pruritus,DB00281
lidocaine,Labor Pain,DB00281
lidocaine,Heart Diseases,DB00281
lidocaine,Retinal Diseases,DB00281
lidocaine,Diabetic Retinopathy,DB00281
lidocaine,Macular Degeneration,DB00281
lidocaine,Lung Neoplasms,DB00281
lidocaine,Bronchiectasis,DB00281
lidocaine,Lymphadenopathy,DB00281
lidocaine,"Shock, Septic",DB00281
lidocaine,Shock,DB00281
lidocaine,Unconsciousness,DB00281
lidocaine,Cough,DB00281
lidocaine,Hemorrhoids,DB00281
lidocaine,Nociceptive Pain,DB00281
lidocaine,Thyroid Diseases,DB00281
lidocaine,Neuroma,DB00281
lidocaine,Morton Neuroma,DB00281
lidocaine,Osteochondrosis,DB00281
lidocaine,Breast Diseases,DB00281
lidocaine,Dental Enamel Hypoplasia,DB00281
lidocaine,Endometriosis,DB00281
lidocaine,Dysmenorrhea,DB00281
lidocaine,Osteoporosis,DB00281
lidocaine,"Osteoporosis, Postmenopausal",DB00281
lidocaine,Pharyngitis,DB00281
lidocaine,Common Cold,DB00281
lidocaine,Tonsillitis,DB00281
lidocaine,Peripheral Nervous System Diseases,DB00281
lidocaine,Pain,DB00281
lidocaine,Uterine Hemorrhage,DB00281
lidocaine,Somatosensory Disorders,DB00281
lidocaine,Rotator Cuff Injuries,DB00281
lidocaine,Thromboembolism,DB00281
lidocaine,Hypersensitivity,DB00281
lidocaine,Uterine Cervical Dysplasia,DB00281
lidocaine,Cervical Intraepithelial Neoplasia,DB00281
lidocaine,Sleep Apnea Syndromes,DB00281
lidocaine,"Sleep Apnea, Obstructive",DB00281
lidocaine,Respiratory Insufficiency,DB00281
lidocaine,Postoperative Complications,DB00281
lidocaine,Pathologic Processes,DB00281
lidocaine,Depression,DB00281
lidocaine,Depressive Disorder,DB00281
lidocaine,Retinoblastoma,DB00281
lidocaine,Shoulder Pain,DB00281
lidocaine,Shoulder Impingement Syndrome,DB00281
lidocaine,Visceral Pain,DB00281
lidocaine,Heart Valve Diseases,DB00281
lidocaine,"Anemia, Sickle Cell",DB00281
lidocaine,Urinary Bladder Diseases,DB00281
lidocaine,Pelvic Pain,DB00281
lidocaine,Vulvar Vestibulitis,DB00281
lidocaine,"Pain, Intractable",DB00281
lidocaine,Liver Diseases,DB00281
lidocaine,Bundle-Branch Block,DB00281
lidocaine,Burns,DB00281
lidocaine,Infertility,DB00281
lidocaine,Anxiety Disorders,DB00281
lidocaine,Geographic Atrophy,DB00281
lidocaine,Atrophy,DB00281
lidocaine,Mouth Diseases,DB00281
lidocaine,Joint Diseases,DB00281
lidocaine,Bursitis,DB00281
lidocaine,Periarthritis,DB00281
lidocaine,Neck Pain,DB00281
lidocaine,Head and Neck Neoplasms,DB00281
lidocaine,Periodontitis,DB00281
lidocaine,Drug Overdose,DB00281
lidocaine,Prostatic Neoplasms,DB00281
lidocaine,Hematoma,DB00281
lidocaine,Radius Fractures,DB00281
lidocaine,"Fractures, Closed",DB00281
lidocaine,Tuberculosis,DB00281
lidocaine,Lung Diseases,DB00281
lidocaine,"Lung Diseases, Interstitial",DB00281
lidocaine,Sarcoidosis,DB00281
lidocaine,Hoarseness,DB00281
lidocaine,Dysphonia,DB00281
lidocaine,Spasm,DB00281
lidocaine,Abscess,DB00281
lidocaine,Respiratory Tract Infections,DB00281
lidocaine,Humeral Fractures,DB00281
lidocaine,Cancer Pain,DB00281
lidocaine,Gastroesophageal Reflux,DB00281
lidocaine,Malabsorption Syndromes,DB00281
lidocaine,Dyspepsia,DB00281
lidocaine,Abdominal Pain,DB00281
lidocaine,Heart Arrest,DB00281
lidocaine,Tachycardia,DB00281
lidocaine,Out-of-Hospital Cardiac Arrest,DB00281
lidocaine,Ventricular Fibrillation,DB00281
lidocaine,Synovial Cyst,DB00281
lidocaine,Post-Dural Puncture Headache,DB00281
lidocaine,Parathyroid Diseases,DB00281
lidocaine,Skin Neoplasms,DB00281
lidocaine,Glioblastoma,DB00281
lidocaine,Inflammation,DB00281
lidocaine,Musculoskeletal Diseases,DB00281
lidocaine,Sprains and Strains,DB00281
lidocaine,Hypertension,DB00281
lidocaine,Dysuria,DB00281
lidocaine,Ankle Injuries,DB00281
lidocaine,"Scleroderma, Diffuse",DB00281
lidocaine,"Scleroderma, Localized",DB00281
lidocaine,"Scleroderma, Systemic",DB00281
lidocaine,Dyspareunia,DB00281
lidocaine,"Hernia, Ventral",DB00281
lidocaine,Communicable Diseases,DB00281
lidocaine,Infections,DB00281
lidocaine,Fatigue,DB00281
lidocaine,Enthesopathy,DB00281
lidocaine,Eclampsia,DB00281
lidocaine,Pre-Eclampsia,DB00281
lidocaine,Sinusitis,DB00281
lidocaine,Lymphoma,DB00281
lidocaine,"Lymphoma, T-Cell",DB00281
lidocaine,"Lymphoma, T-Cell, Peripheral",DB00281
lidocaine,"Lymphoma, T-Cell, Cutaneous",DB00281
lidocaine,Glycogen Storage Disease Type II,DB00281
lidocaine,Memory Disorders,DB00281
lidocaine,"Pleural Effusion, Malignant",DB00281
lidocaine,Pleural Effusion,DB00281
lidocaine,Hip Fractures,DB00281
lidocaine,Pancreatic Neoplasms,DB00281
lidocaine,Spinal Stenosis,DB00281
lidocaine,Phantom Limb,DB00281
lidocaine,Myalgia,DB00281
lidocaine,"Hypertension, Pulmonary",DB00281
lidocaine,Pulmonary Arterial Hypertension,DB00281
lidocaine,Herpes Simplex,DB00281
lidocaine,Herpes Zoster,DB00281
lidocaine,Carcinoma,DB00281
lidocaine,"Carcinoma, Squamous Cell",DB00281
lidocaine,Surgical Wound Infection,DB00281
lidocaine,Venous Thromboembolism,DB00281
lidocaine,Hernia,DB00281
lidocaine,"Hernia, Inguinal",DB00281
lidocaine,"Paget Disease, Extramammary",DB00281
lidocaine,Rhinitis,DB00281
lidocaine,Facial Neuralgia,DB00281
lidocaine,"Fatigue Syndrome, Chronic",DB00281
lidocaine,Irritable Bowel Syndrome,DB00281
lidocaine,Tension-Type Headache,DB00281
lidocaine,Delirium,DB00281
lidocaine,"Arthritis, Juvenile",DB00281
lidocaine,Arthritis,DB00281
lidocaine,Fissure in Ano,DB00281
lidocaine,Rectal Diseases,DB00281
linagliptin,Diabetes Mellitus,DB08882
linagliptin,"Diabetes Mellitus, Type 2",DB08882
linagliptin,Albuminuria,DB08882
linagliptin,Hypertension,DB08882
linagliptin,COVID-19,DB08882
linagliptin,Coronavirus Infections,DB08882
linagliptin,Severe Acute Respiratory Syndrome,DB08882
linagliptin,Respiratory Tract Diseases,DB08882
linagliptin,Metabolic Diseases,DB08882
linagliptin,Glucose Metabolism Disorders,DB08882
linagliptin,Endocrine System Diseases,DB08882
linagliptin,Insulin Resistance,DB08882
linagliptin,Prediabetic State,DB08882
linagliptin,Glucose Intolerance,DB08882
linagliptin,"Carcinoma, Non-Small-Cell Lung",DB08882
linagliptin,Hypersensitivity,DB08882
linagliptin,Hyperglycemia,DB08882
linagliptin,Adenocarcinoma,DB08882
linagliptin,Esophageal Neoplasms,DB08882
linagliptin,"Renal Insufficiency, Chronic",DB08882
linagliptin,Schizophrenia,DB08882
linagliptin,Renal Insufficiency,DB08882
linagliptin,Inflammation,DB08882
linagliptin,Hepatic Insufficiency,DB08882
linagliptin,Liver Failure,DB08882
linagliptin,Malnutrition,DB08882
linezolid,Infections,DB00601
linezolid,Communicable Diseases,DB00601
linezolid,"Skin Diseases, Bacterial",DB00601
linezolid,Pneumonia,DB00601
linezolid,Healthcare-Associated Pneumonia,DB00601
linezolid,Soft Tissue Infections,DB00601
linezolid,"Skin Diseases, Infectious",DB00601
linezolid,Skin Diseases,DB00601
linezolid,Osteomyelitis,DB00601
linezolid,Tuberculosis,DB00601
linezolid,Bacterial Infections,DB00601
linezolid,"Pneumonia, Bacterial",DB00601
linezolid,"Tuberculosis, Pulmonary",DB00601
linezolid,"Tuberculosis, Multidrug-Resistant",DB00601
linezolid,Extensively Drug-Resistant Tuberculosis,DB00601
linezolid,"Tuberculosis, Meningeal",DB00601
linezolid,Meningitis,DB00601
linezolid,Mycobacterium Infections,DB00601
linezolid,Lung Diseases,DB00601
linezolid,"Pneumonia, Ventilator-Associated",DB00601
linezolid,Gram-Positive Bacterial Infections,DB00601
linezolid,Neutropenia,DB00601
linezolid,Febrile Neutropenia,DB00601
linezolid,Hyperthermia,DB00601
linezolid,Fever,DB00601
linezolid,Cystic Fibrosis,DB00601
linezolid,Fibrosis,DB00601
linezolid,Sepsis,DB00601
linezolid,Bacteremia,DB00601
linezolid,Neoplasms,DB00601
linezolid,Focal Infection,DB00601
linezolid,Diabetic Foot,DB00601
linezolid,Cross Infection,DB00601
linezolid,Burns,DB00601
linezolid,Nervous System Diseases,DB00601
linezolid,Optic Nerve Diseases,DB00601
linezolid,Cellulitis,DB00601
linezolid,Streptococcal Infections,DB00601
linezolid,Staphylococcal Skin Infections,DB00601
linezolid,Staphylococcal Infections,DB00601
linezolid,Impetigo,DB00601
linezolid,Surgical Wound Infection,DB00601
linezolid,Wound Infection,DB00601
linezolid,Syphilis,DB00601
linezolid,"Arthritis, Infectious",DB00601
lisinopril,Lung Neoplasms,DB00722
lisinopril,Small Cell Lung Carcinoma,DB00722
lisinopril,Dyspnea,DB00722
lisinopril,Polycystic Kidney Diseases,DB00722
lisinopril,Kidney Diseases,DB00722
lisinopril,Cognitive Dysfunction,DB00722
lisinopril,COVID-19,DB00722
lisinopril,Pneumonia,DB00722
lisinopril,Prostatic Neoplasms,DB00722
lisinopril,Stroke,DB00722
lisinopril,Cardiomyopathies,DB00722
lisinopril,Hypertension,DB00722
lisinopril,Essential Hypertension,DB00722
lisinopril,Heart Failure,DB00722
lisinopril,Muscular Dystrophies,DB00722
lisinopril,"Muscular Dystrophy, Duchenne",DB00722
lisinopril,"Muscular Dystrophies, Limb-Girdle",DB00722
lisinopril,Cardiovascular Diseases,DB00722
lisinopril,Atherosclerosis,DB00722
lisinopril,Coronary Disease,DB00722
lisinopril,Diabetes Mellitus,DB00722
lisinopril,"Diabetes Mellitus, Type 2",DB00722
lisinopril,Hypercholesterolemia,DB00722
lisinopril,Diabetic Nephropathies,DB00722
lisinopril,Malnutrition,DB00722
lisinopril,"Hypertrophy, Left Ventricular",DB00722
lisinopril,Hypertrophy,DB00722
lisinopril,Liver Diseases,DB00722
lisinopril,Fatty Liver,DB00722
lisinopril,Non-alcoholic Fatty Liver Disease,DB00722
lisinopril,"Hyperoxaluria, Primary",DB00722
lisinopril,"Obesity, Abdominal",DB00722
lisinopril,Prehypertension,DB00722
lisinopril,Acquired Immunodeficiency Syndrome,DB00722
lisinopril,HIV Infections,DB00722
lisinopril,Albuminuria,DB00722
lisinopril,Disease Susceptibility,DB00722
lisinopril,Genetic Predisposition to Disease,DB00722
lisinopril,Acute Coronary Syndrome,DB00722
lisinopril,Syndrome,DB00722
lisinopril,"Glomerulosclerosis, Focal Segmental",DB00722
lisinopril,"Renal Insufficiency, Chronic",DB00722
lisinopril,Breast Neoplasms,DB00722
lisinopril,Cardiotoxicity,DB00722
lisinopril,"Hypotension, Orthostatic",DB00722
lisinopril,Hypotension,DB00722
lisinopril,Renal Insufficiency,DB00722
lisinopril,Hyperkalemia,DB00722
lisinopril,Infertility,DB00722
lisinopril,Oligospermia,DB00722
lisinopril,Glomerulonephritis,DB00722
lisinopril,"Lupus Erythematosus, Systemic",DB00722
lisinopril,Gastroparesis,DB00722
lofexidine,Liver Failure,DB04948
lofexidine,Opioid-Related Disorders,DB04948
lofexidine,Cocaine-Related Disorders,DB04948
lofexidine,Substance Withdrawal Syndrome,DB04948
lofexidine,Disease,DB04948
lofexidine,Substance-Related Disorders,DB04948
lofexidine,Heroin Dependence,DB04948
lofexidine,"Behavior, Addictive",DB04948
lofexidine,Marijuana Abuse,DB04948
lofexidine,Syndrome,DB04948
lofexidine,"Stress Disorders, Traumatic",DB04948
lofexidine,"Stress Disorders, Post-Traumatic",DB04948
lonafarnib,Hepatitis A,DB06448
lonafarnib,Hepatitis D,DB06448
lonafarnib,"Hepatitis D, Chronic",DB06448
lonafarnib,Hepatitis,DB06448
lonafarnib,Liver Diseases,DB06448
lonafarnib,Progeria,DB06448
lonafarnib,Glioblastoma,DB06448
lonafarnib,"Neoplasms, Squamous Cell",DB06448
lonafarnib,"Carcinoma, Squamous Cell",DB06448
lonafarnib,Head and Neck Neoplasms,DB06448
lonafarnib,Leukemia,DB06448
lonafarnib,"Leukemia, Myeloid",DB06448
lonafarnib,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",DB06448
lonafarnib,Lung Neoplasms,DB06448
lonafarnib,"Carcinoma, Non-Small-Cell Lung",DB06448
lonafarnib,Neoplasm Metastasis,DB06448
lonafarnib,Breast Neoplasms,DB06448
lonafarnib,Lymphoma,DB06448
lonafarnib,Colorectal Neoplasms,DB06448
lonafarnib,Urinary Bladder Neoplasms,DB06448
lonafarnib,Urethral Neoplasms,DB06448
lonafarnib,"Carcinoma, Transitional Cell",DB06448
lonafarnib,Kidney Neoplasms,DB06448
lonafarnib,Ureteral Neoplasms,DB06448
lonafarnib,Nervous System Neoplasms,DB06448
lonafarnib,Central Nervous System Neoplasms,DB06448
lonafarnib,Liver Neoplasms,DB06448
lonafarnib,Glioma,DB06448
lonafarnib,Ovarian Neoplasms,DB06448
lonafarnib,"Carcinoma, Ovarian Epithelial",DB06448
lonafarnib,Sarcoma,DB06448
lonafarnib,Syndrome,DB06448
lonafarnib,Gliosarcoma,DB06448
lonafarnib,Supratentorial Neoplasms,DB06448
lonafarnib,Recurrence,DB06448
lonafarnib,Astrocytoma,DB06448
lonafarnib,Preleukemia,DB06448
lonafarnib,"Leukemia, Myelomonocytic, Chronic",DB06448
lonafarnib,"Leukemia, Myelomonocytic, Juvenile",DB06448
lonafarnib,Myelodysplastic Syndromes,DB06448
lonafarnib,Virus Diseases,DB06448
lonidamine,Prostatic Hyperplasia,DB06266
lonidamine,Hyperplasia,DB06266
loperamide,"Carcinoma, Non-Small-Cell Lung",DB00836
loperamide,Diarrhea,DB00836
loperamide,Fecal Incontinence,DB00836
loperamide,Short Bowel Syndrome,DB00836
loperamide,Breast Neoplasms,DB00836
loperamide,Triple Negative Breast Neoplasms,DB00836
loperamide,Sarcoma,DB00836
loperamide,Neoplasms,DB00836
loperamide,Dehydration,DB00836
loperamide,Infections,DB00836
loperamide,Clostridium Infections,DB00836
loperamide,Colorectal Neoplasms,DB00836
loperamide,Ovarian Neoplasms,DB00836
loperamide,"Carcinoma, Ovarian Epithelial",DB00836
loperamide,Endometrial Neoplasms,DB00836
loperamide,Colitis,DB00836
loperamide,Uterine Neoplasms,DB00836
loperamide,Urogenital Neoplasms,DB00836
loperamide,Irritable Bowel Syndrome,DB00836
loperamide,Intestinal Obstruction,DB00836
loperamide,Enteritis,DB00836
loperamide,Chondrosarcoma,DB00836
loperamide,"Sarcoma, Alveolar Soft Part",DB00836
loperamide,Communicable Diseases,DB00836
loperamide,Eczema,DB00836
loperamide,Flatulence,DB00836
lopinavir,Viremia,DB01601
lopinavir,Renal Insufficiency,DB01601
lopinavir,Acquired Immunodeficiency Syndrome,DB01601
lopinavir,HIV Infections,DB01601
lopinavir,Hepatitis C,DB01601
lopinavir,Infections,DB01601
lopinavir,Communicable Diseases,DB01601
lopinavir,Immunologic Deficiency Syndromes,DB01601
lopinavir,Coronavirus Infections,DB01601
lopinavir,COVID-19,DB01601
lopinavir,Pneumonia,DB01601
lopinavir,Severe Acute Respiratory Syndrome,DB01601
lopinavir,Laboratory Infection,DB01601
lopinavir,Neoplasms,DB01601
lopinavir,Respiratory Tract Infections,DB01601
lopinavir,Virus Diseases,DB01601
lopinavir,Respiratory Distress Syndrome,DB01601
lopinavir,"Respiratory Distress Syndrome, Newborn",DB01601
lopinavir,Acute Lung Injury,DB01601
lopinavir,Syndrome,DB01601
lopinavir,Hypertriglyceridemia,DB01601
lopinavir,Hepatitis B,DB01601
lopinavir,Hepatitis,DB01601
lopinavir,Long QT Syndrome,DB01601
lopinavir,HIV Seropositivity,DB01601
lopinavir,Disease Progression,DB01601
lopinavir,Liver Cirrhosis,DB01601
lopinavir,Fibrosis,DB01601
lopinavir,Hepatitis A,DB01601
lopinavir,Tuberculosis,DB01601
lopinavir,Malaria,DB01601
lopinavir,Ependymoma,DB01601
lopinavir,Gliosarcoma,DB01601
lopinavir,Oligodendroglioma,DB01601
lopinavir,Glioblastoma,DB01601
lopinavir,Glioma,DB01601
lopinavir,Brain Neoplasms,DB01601
lopinavir,Astrocytoma,DB01601
lopinavir,Insulin Resistance,DB01601
lopinavir,Carcinoma in Situ,DB01601
lopinavir,"Sarcoma, Kaposi",DB01601
lopinavir,Sarcoma,DB01601
lopinavir,Parasitemia,DB01601
loratadine,Rhinitis,DB00455
loratadine,"Rhinitis, Allergic",DB00455
loratadine,Asthma,DB00455
loratadine,"Rhinitis, Allergic, Seasonal",DB00455
loratadine,Esophagitis,DB00455
loratadine,Eosinophilic Esophagitis,DB00455
loratadine,"Rhinitis, Allergic, Perennial",DB00455
loratadine,Multiple Myeloma,DB00455
loratadine,"Neoplasms, Plasma Cell",DB00455
loratadine,Urticaria,DB00455
loratadine,Chronic Urticaria,DB00455
loratadine,Conjunctivitis,DB00455
loratadine,Lymphangioleiomyomatosis,DB00455
loratadine,Pruritus,DB00455
loratadine,Arthritis,DB00455
loratadine,"Arthritis, Rheumatoid",DB00455
loratadine,Drug-Related Side Effects and Adverse Reactions,DB00455
loratadine,Dermatitis,DB00455
loratadine,"Dermatitis, Atopic",DB00455
loratadine,Malnutrition,DB00455
loratadine,Rhinorrhea,DB00455
loratadine,Lung Neoplasms,DB00455
loratadine,"Carcinoma, Non-Small-Cell Lung",DB00455
loratadine,Multiple Sclerosis,DB00455
loratadine,"Multiple Sclerosis, Chronic Progressive",DB00455
loratadine,Sclerosis,DB00455
loratadine,Lymphoma,DB00455
loratadine,Aggression,DB00455
loratadine,Breast Neoplasms,DB00455
loratadine,COVID-19,DB00455
lorazepam,Cocaine-Related Disorders,DB00186
lorazepam,Drug Overdose,DB00186
lorazepam,Status Epilepticus,DB00186
lorazepam,Anxiety Disorders,DB00186
lorazepam,Epilepsy,DB00186
lorazepam,"Epilepsy, Reflex",DB00186
lorazepam,Dementia,DB00186
lorazepam,Neoplasms,DB00186
lorazepam,Delirium,DB00186
lorazepam,Seizures,DB00186
lorazepam,Voice Disorders,DB00186
lorazepam,Emergencies,DB00186
lorazepam,Acute Pain,DB00186
lorazepam,Alcoholism,DB00186
lorazepam,Compulsive Personality Disorder,DB00186
lorazepam,Obsessive-Compulsive Disorder,DB00186
lorazepam,Critical Illness,DB00186
lorazepam,Substance-Related Disorders,DB00186
lorazepam,Syndrome,DB00186
lorazepam,Substance Withdrawal Syndrome,DB00186
lorazepam,Nausea,DB00186
lorazepam,Vomiting,DB00186
lorazepam,Mania,DB00186
lorazepam,Disease,DB00186
lorazepam,Bipolar Disorder,DB00186
lorazepam,Psychotic Disorders,DB00186
lorazepam,Recurrence,DB00186
lorazepam,Schizophrenia,DB00186
lorazepam,Alzheimer Disease,DB00186
lorazepam,Vertigo,DB00186
lorazepam,Dizziness,DB00186
lorazepam,Psychomotor Agitation,DB00186
lorazepam,Depressive Disorder,DB00186
lorazepam,"Depressive Disorder, Major",DB00186
lorazepam,Respiratory Insufficiency,DB00186
lorazepam,Epilepsia Partialis Continua,DB00186
lorazepam,Nodding Syndrome,DB00186
lorazepam,Catatonia,DB00186
lorazepam,Psychophysiologic Disorders,DB00186
lorazepam,Somatoform Disorders,DB00186
lorazepam,Epidermolysis Bullosa,DB00186
lorazepam,Epidermolysis Bullosa Dystrophica,DB00186
losartan,Kidney Diseases,DB00678
losartan,Glomerulonephritis,DB00678
losartan,Esophagitis,DB00678
losartan,Eosinophilic Esophagitis,DB00678
losartan,Connective Tissue Diseases,DB00678
losartan,Pancreatic Neoplasms,DB00678
losartan,Infections,DB00678
losartan,Communicable Diseases,DB00678
losartan,HIV Infections,DB00678
losartan,Acquired Immunodeficiency Syndrome,DB00678
losartan,Fibrosis,DB00678
losartan,Non-alcoholic Fatty Liver Disease,DB00678
losartan,Sarcopenia,DB00678
losartan,Hypertension,DB00678
losartan,Essential Hypertension,DB00678
losartan,Cardiovascular Diseases,DB00678
losartan,"Anemia, Sickle Cell",DB00678
losartan,COVID-19,DB00678
losartan,Pneumonia,DB00678
losartan,Hyperlipidemias,DB00678
losartan,Marfan Syndrome,DB00678
losartan,Arachnodactyly,DB00678
losartan,Syndrome,DB00678
losartan,"Dilatation, Pathologic",DB00678
losartan,Fatty Liver,DB00678
losartan,"Osteoarthritis, Hip",DB00678
losartan,Adenocarcinoma,DB00678
